Resource,onshore_wind,solar_pv_sat,hydro,battery,pumped_hydro
Zone,1,1,1,1,1
t1,0.0,0.0,0.0,-0.0,-0.125
t2,0.0,0.0,0.0,-0.0,-0.125
t3,0.0,0.0,0.0,-0.0,-0.125
t4,0.0,0.0,0.0,-0.0,-0.125
t5,0.0,0.0,0.0,-0.0,-0.125
t6,0.0,0.0,0.0,-0.0,-0.125
t7,0.0,0.0,0.0,-0.0,-0.125
t8,0.0,0.0,0.0,-0.0,-0.125
t9,0.0,0.0,0.0,-0.0,-0.125
t10,0.0,0.0,0.0,-0.0,-0.125
t11,0.0,0.0,0.0,-0.0,-0.125
t12,0.0,0.0,0.0,-0.0,-0.125
t13,0.0,0.0,0.0,-0.0,-0.125
t14,0.0,0.0,0.0,-0.0,-0.125
t15,0.0,0.0,0.0,-0.0,-0.125
t16,0.0,0.0,0.0,-0.0,-0.125
t17,0.0,0.0,0.0,-0.0,-0.125
t18,0.0,0.0,0.0,-0.0,-0.125
t19,0.0,0.0,0.0,-0.0,-0.125
t20,0.0,0.0,0.0,-0.0,-0.125
t21,0.0,0.0,0.0,-0.0,-0.125
t22,0.0,0.0,0.0,-0.0,-0.125
t23,0.0,0.0,0.0,-0.0,-0.125
t24,0.0,0.0,0.0,-0.0,-0.125
t25,0.0,0.0,0.0,-0.0,-0.125
t26,0.0,0.0,0.0,-0.0,-0.125
t27,0.0,0.0,0.0,-0.0,-0.125
t28,0.0,0.0,0.0,-0.0,-0.125
t29,0.0,0.0,0.0,-0.0,-0.125
t30,0.0,0.0,0.0,-0.0,-0.125
t31,0.0,0.0,0.0,-0.0,-0.125
t32,0.0,0.0,0.0,-0.0,-0.125
t33,0.0,0.0,0.0,-0.0,-0.125
t34,0.0,0.0,0.0,-0.0,-0.125
t35,0.0,0.0,0.0,-0.0,-0.125
t36,0.0,0.0,0.0,-0.0,-0.125
t37,0.0,0.0,0.0,-0.0,-0.125
t38,0.0,0.0,0.0,-0.0,-0.125
t39,0.0,0.0,0.0,-0.0,-0.125
t40,0.0,0.0,0.0,-0.0,-0.125
t41,0.0,0.0,0.0,-0.0,-0.125
t42,0.0,0.0,0.0,-0.0,-0.125
t43,0.0,0.0,0.0,-0.0,-0.125
t44,0.0,0.0,0.0,-0.0,-0.125
t45,0.0,0.0,0.0,-0.0,-0.125
t46,0.0,0.0,0.0,-0.0,-0.125
t47,0.0,0.0,0.0,-0.0,-0.125
t48,0.0,0.0,0.0,-0.0,-0.125
t49,0.0,0.0,0.0,-0.0,-0.125
t50,0.0,0.0,0.0,-0.0,-0.125
t51,0.0,0.0,0.0,-0.0,-0.125
t52,0.0,0.0,0.0,-0.0,-0.125
t53,0.0,0.0,0.0,-0.0,-0.125
t54,0.0,0.0,0.0,-0.0,-0.125
t55,0.0,0.0,0.0,-0.0,-0.125
t56,0.0,0.0,0.0,-0.0,-0.125
t57,0.0,0.0,0.0,-0.0,-0.125
t58,0.0,0.0,0.0,-0.0,-0.125
t59,0.0,0.0,0.0,-0.0,-0.125
t60,0.0,0.0,0.0,-0.0,-0.125
t61,0.0,0.0,0.0,-0.0,-0.125
t62,0.0,0.0,0.0,-0.0,-0.125
t63,0.0,0.0,0.0,-0.0,-0.125
t64,0.0,0.0,0.0,-0.0,-0.125
t65,0.0,0.0,0.0,-0.0,-0.125
t66,0.0,0.0,0.0,-0.0,-0.08
t67,0.0,0.0,0.0,-0.0,-0.08
t68,0.0,0.0,0.0,-0.0,-0.0
t69,0.0,0.0,0.0,-0.0,-0.08
t70,0.0,0.0,0.0,-0.0,-0.08
t71,0.0,0.0,0.0,-0.0,-0.08
t72,0.0,0.0,0.0,-0.0,-0.08
t73,0.0,0.0,0.0,-0.0,-0.08
t74,0.0,0.0,0.0,-0.0,-0.08
t75,0.0,0.0,0.0,-0.0,-0.0
t76,0.0,0.0,0.0,-0.0,-0.0
t77,0.0,0.0,0.0,-0.0,-0.0
t78,0.0,0.0,0.0,-0.0,-0.08
t79,0.0,0.0,0.0,-0.0,-0.08
t80,0.0,0.0,0.0,-0.0,-0.08
t81,0.0,0.0,0.0,-0.0,-0.08
t82,0.0,0.0,0.0,-0.0,-0.08
t83,0.0,0.0,0.0,-0.0,-0.08
t84,0.0,0.0,0.0,-0.0,-0.08
t85,0.0,0.0,0.0,-0.0,-0.08
t86,0.0,0.0,0.0,-0.0,-0.08
t87,0.0,0.0,0.0,-0.0,-0.08
t88,0.0,0.0,0.0,-0.0,-0.08
t89,0.0,0.0,0.0,-0.0,-0.08
t90,0.0,0.0,0.0,-0.0,-0.125
t91,0.0,0.0,0.0,-0.0,-0.125
t92,0.0,0.0,0.0,-0.0,-0.125
t93,0.0,0.0,0.0,-0.0,-0.125
t94,0.0,0.0,0.0,-0.0,-0.08
t95,0.0,0.0,0.0,-0.0,-0.08
t96,0.0,0.0,0.0,-0.0,-0.0
t97,0.0,0.0,0.0,-0.0,-0.0
t98,0.0,0.0,0.0,-0.0,-0.0
t99,0.0,0.0,0.0,-0.0,-0.0
t100,0.0,0.0,0.0,-0.0,-0.08
t101,0.0,0.0,0.0,-0.0,-0.08
t102,0.0,0.0,0.0,-0.0,-0.08
t103,0.0,0.0,0.0,-0.0,-0.0
t104,0.0,0.0,0.0,-0.0,-0.08
t105,0.0,0.0,0.0,-0.0,-0.08
t106,0.0,0.0,0.0,-0.0,-0.08
t107,0.0,0.0,0.0,-0.0,-0.08
t108,0.0,0.0,0.0,-0.0,-0.0
t109,0.0,0.0,0.0,-0.0,-0.08
t110,0.0,0.0,0.0,-0.0,-0.08
t111,0.0,0.0,0.0,-0.0,-0.08
t112,0.0,0.0,0.0,-0.0,-0.08
t113,0.0,0.0,0.0,-0.0,-0.08
t114,0.0,0.0,0.0,-0.0,-0.08
t115,0.0,0.0,0.0,-0.0,-0.0
t116,0.0,0.0,0.0,-0.0,-0.08
t117,0.0,0.0,0.0,-0.0,-0.08
t118,0.0,0.0,0.0,-0.0,-0.08
t119,0.0,0.0,0.0,-0.0,-0.08
t120,0.0,0.0,0.0,-0.0,-0.08
t121,0.0,0.0,0.0,-0.0,-0.08
t122,0.0,0.0,0.0,-0.0,-0.0
t123,0.0,0.0,0.0,-0.0,-0.08
t124,0.0,0.0,0.0,-0.0,-0.08
t125,0.0,0.0,0.0,-0.0,-0.125
t126,0.0,0.0,0.0,-0.0,-0.125
t127,0.0,0.0,0.0,-0.0,-0.125
t128,0.0,0.0,0.0,-0.0,-0.125
t129,0.0,0.0,0.0,-0.0,-0.08
t130,0.0,0.0,0.0,-0.0,-0.08
t131,0.0,0.0,0.0,-0.0,-0.08
t132,0.0,0.0,0.0,-0.0,-0.08
t133,0.0,0.0,0.0,-0.0,-0.08
t134,0.0,0.0,0.0,-0.0,-0.125
t135,0.0,0.0,0.0,-0.0,-0.125
t136,0.0,0.0,0.0,-0.0,-0.0
t137,0.0,0.0,0.0,-0.0,-4.059069444444428
t138,0.0,0.0,0.0,-0.0,-0.125
t139,0.0,0.0,0.0,-0.0,-0.125
t140,0.0,0.0,0.0,-0.0,-0.125
t141,0.0,0.0,0.0,-0.0,-0.125
t142,0.0,0.0,0.0,-0.0,-0.125
t143,0.0,0.0,0.0,-0.0,-0.125
t144,0.0,0.0,0.0,-0.0,-0.125
t145,0.0,0.0,0.0,-0.0,-0.08
t146,0.0,0.0,0.0,-0.0,-0.08
t147,0.0,0.0,0.0,-0.0,-0.08
t148,0.0,0.0,0.0,-0.0,-0.08
t149,0.0,0.0,0.0,-0.0,-0.08
t150,0.0,0.0,0.0,-0.0,-0.08
t151,0.0,0.0,0.0,-0.0,-0.08
t152,0.0,0.0,0.0,-0.0,-0.08
t153,0.0,0.0,0.0,-0.0,-0.08
t154,0.0,0.0,0.0,-0.0,-0.08
t155,0.0,0.0,0.0,-0.0,-0.08
t156,0.0,0.0,0.0,-0.0,-0.08
t157,0.0,0.0,0.0,-0.0,-0.08
t158,0.0,0.0,0.0,-0.0,-0.0
t159,0.0,0.0,0.0,-0.0,-0.0
t160,0.0,0.0,0.0,-0.0,-0.0
t161,0.0,0.0,0.0,-0.0,-0.08
t162,0.0,0.0,0.0,-0.0,-0.08
t163,0.0,0.0,0.0,-0.0,-0.08
t164,0.0,0.0,0.0,-0.0,-0.08
t165,0.0,0.0,0.0,-0.0,-0.08
t166,0.0,0.0,0.0,-0.0,-0.08000000000000002
t167,0.0,0.0,0.0,-0.0,-0.0
t168,0.0,0.0,0.0,-0.0,-0.0
t169,0.0,0.0,0.0,-0.0,-0.0
t170,0.0,0.0,0.0,-0.0,-0.08
t171,0.0,0.0,0.0,-0.0,-0.08
t172,0.0,0.0,0.0,-0.0,-0.08
t173,0.0,0.0,0.0,-0.0,-0.08
t174,0.0,0.0,0.0,-0.0,-0.08
t175,0.0,0.0,0.0,-0.0,-0.08
t176,0.0,0.0,0.0,-0.0,-0.08
t177,0.0,0.0,0.0,-0.0,-0.08
t178,0.0,0.0,0.0,-0.0,-0.08
t179,0.0,0.0,0.0,-0.0,-0.08
t180,0.0,0.0,0.0,-0.0,-0.08
t181,0.0,0.0,0.0,-0.0,-0.08
t182,0.0,0.0,0.0,-0.0,-0.08
t183,0.0,0.0,0.0,-0.0,-0.08
