BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,4.3940521709616985e6,0.05874119999998584,-0.06940122873344262,0.0,0.0,0.0,0.31287619999999094,0.0,0.0,-4.39405247317787e6
t1,41.19223312,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.19223312
t2,40.93649664,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.93649664
t3,40.74509827,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.74509827
t4,40.6008518,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.6008518
t5,40.42796076,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.42796076
t6,40.2793067,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.2793067
t7,40.13197463,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.13197463
t8,39.95405918,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.95405918
t9,39.85590538,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.85590538
t10,39.74541277,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.74541277
t11,39.56627032,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.56627032
t12,39.4294324,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.4294324
t13,39.2842217,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.2842217
t14,39.19182181,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.19182181
t15,39.06284614,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.06284614
t16,38.95193802,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.95193802
t17,38.82047064,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.82047064
t18,38.7418839,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.7418839
t19,38.74085543,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.74085543
t20,38.72324406,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.72324406
t21,38.66068411,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.66068411
t22,38.58534469,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.58534469
t23,38.56480099,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.56480099
t24,38.49666469,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.49666469
t25,38.50652735,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.50652735
t26,38.38878681,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.38878681
t27,38.33450304,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.33450304
t28,38.28065992,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.28065992
t29,38.2484096,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.2484096
t30,38.24171826,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.24171826
t31,38.25661984,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.25661984
t32,38.26475232,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.26475232
t33,38.20149592,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.20149592
t34,38.15939178,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.15939178
t35,38.1484914,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.1484914
t36,38.09616787,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.09616787
t37,38.17031717,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.17031717
t38,38.23565051,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.23565051
t39,38.22122221,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.22122221
t40,38.30021637,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.30021637
t41,38.34846806,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.34846806
t42,38.33766968,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.33766968
t43,38.36829449,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.36829449
t44,38.36939344,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.36939344
t45,38.41808499,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.41808499
t46,38.46853923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.46853923
t47,38.5038412,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.5038412
t48,38.5876171,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.5876171
t49,38.72427365,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.72427365
t50,38.90174238,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.90174238
t51,38.97961923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-38.97961923
t52,39.09671589,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.09671589
t53,39.23657591,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.23657591
t54,39.36233442,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.36233442
t55,39.54802434,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.54802434
t56,39.7000196,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.7000196
t57,39.8846246,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.8846246
t58,40.01326427,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.01326427
t59,40.20929867,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.20929867
t60,40.44102751,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.44102751
t61,40.89265169,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.89265169
t62,41.27291167,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.27291167
t63,41.57032532,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.57032532
t64,41.87831511,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.87831511
t65,42.22886596,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.22886596
t66,42.53358694,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.53358694
t67,42.97271288,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.97271288
t68,43.46844265,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.46844265
t69,43.89895296,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.89895296
t70,44.37881855,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.37881855
t71,44.82943367,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.82943367
t72,45.38360672,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45.38360672
t73,46.1290314,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.1290314
t74,46.8616049,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.8616049
t75,47.35048677,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.35048677
t76,47.80984362,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-47.80984362
t77,48.24212135,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.24212135
t78,48.53955345,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.53955345
t79,49.03881333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.03881333
t80,49.4581449,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.4581449
t81,49.72720732,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.72720732
t82,50.00023581,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.00023581
t83,50.22327725,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.22327725
t84,50.47231834,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.47231834
