Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,0.0
SD,solar_pv_sat,1,1,0.0
SD,hydro,1,1,0.0
SD,battery,1,1,0.0069401228733442615
SD,pumped_hydro,1,1,0.0
