Resource,onshore_wind,solar_pv_sat,hydro,battery,pumped_hydro
Zone,1,1,1,1,1
t1,0.0,0.0,40.93649664,-0.0,-0.0
t2,0.0,0.0,91.11381424000001,0.0,-0.0
t3,0.0,0.0,40.6008518,-0.0,-0.0
t4,0.0,0.0,90.7781694,0.0,-0.0
t5,0.0,0.0,140.955487,-0.0,-0.0
t6,0.0,0.0,191.13280460000001,-0.0,-0.0
t7,0.0,0.0,39.95405918,0.0,-0.0
t8,0.0,0.0,90.13137678000001,-0.0,-0.0
t9,0.0,0.0,140.30869438000002,0.0,-0.0
t10,0.0,0.0,39.56627032,-0.0,-0.0
t11,0.0,0.0,89.74358792000001,0.0,-0.0
t12,0.0,0.0,39.2842217,-0.0,-0.0
t13,0.0,0.0,89.4615393,-0.0,-0.0
t14,0.0,0.0,39.06284614,0.0,-0.0
t15,0.0,0.0,89.24016374,-0.0,-0.0
t16,0.0,0.0,38.82047064,0.0,-0.0
t17,0.0,0.0,88.99778824,-0.0,-0.0
t18,0.0,0.0,38.74085543,0.0,-0.0
t19,0.0,0.0,38.72324406,-0.0,-0.0
t20,0.0,0.0,88.90056166,-0.0,-0.0
t21,0.0,0.0,38.58534469,0.0,-0.0
t22,0.0,0.0,88.76266229000001,-0.0,-0.0
t23,0.0,0.0,138.93997989000002,0.0,-0.0
t24,0.0,0.0,189.11729749000003,-0.0,-0.0
t25,0.0,0.0,38.38878681,0.0,-0.0
t26,0.0,0.0,88.56610441000001,-0.0,-0.0
t27,0.0,0.0,138.74342201000002,-0.0,-0.0
t28,0.0,0.0,38.2484096,0.0,-0.0
t29,0.0,0.0,88.42572720000001,-0.0,-0.0
t30,0.0,0.0,38.25661984,0.0,-0.0
t31,0.0,0.0,88.43393744,-0.0,-0.0
t32,0.0,0.0,38.20149592,0.0,-0.0
t33,0.0,0.0,88.37881352,-0.0,-0.0
t34,0.0,0.0,138.55613111999997,-0.0,-0.0
t35,0.0,0.0,38.09616787,0.0,-0.0
t36,0.0,0.0,88.27348547,-0.0,0.0
t37,0.0,0.0,38.23565051,0.0,-0.0
t38,0.0,0.0,88.41296811000001,-0.0,-0.0
t39,0.0,0.0,138.59028571000002,0.0,-0.0
t40,0.0,0.0,188.76760331000003,-0.0,-0.0
t41,0.0,0.0,38.33766968,-0.0,-0.0
t42,0.0,0.0,88.51498728,0.0,-0.0
t43,0.0,0.0,138.69230488,-0.0,-0.0
t44,0.0,0.0,38.41808499,0.0,-0.0
t45,0.0,0.0,88.59540258999999,-0.0,-0.0
t46,0.0,0.0,138.77272019,0.0,-0.0
t47,0.0,0.0,188.95003779,-0.0,-0.0
t48,0.0,0.0,38.72427365,-0.0,-0.0
t49,0.0,0.0,88.90159125,0.0,-0.0
t50,0.0,0.0,38.97961923,-0.0,-0.0
t51,0.0,0.0,89.15693683,0.0,-0.0
t52,0.0,0.0,39.23657591,-0.0,-0.0
t53,0.0,0.0,89.41389351000001,-0.0,-0.0
t54,0.0,0.0,139.59121111000002,0.0,-0.0
t55,0.0,0.0,39.7000196,-0.0,-0.0
t56,0.0,0.0,89.8773372,0.0,-0.0
t57,0.0,0.0,40.01326427,-0.0,-0.0
t58,0.0,0.0,90.19058187,0.0,-0.0
t59,0.0,0.0,140.36789947,-0.0,-0.0
t60,0.0,0.0,190.54521707,-0.0,-0.0
t61,0.0,0.0,41.27291167,0.0,-0.0
t62,0.0,0.0,91.45022927,-0.0,-0.0
t63,0.0,0.0,141.62754687,0.0,-0.0
t64,0.0,0.0,42.22886596,-0.0,-0.0
t65,0.0,0.0,92.40618356,0.0,0.0
t66,0.0,0.0,42.97271288,-0.0,-0.0
t67,0.0,0.0,93.15003048,-0.0,-0.0
t68,0.0,0.0,43.89895296,0.0,-0.0
t69,0.0,0.0,94.07627056000001,-0.0,-0.0
t70,0.0,0.0,144.25358816000002,0.0,-0.0
t71,0.0,0.0,45.38360672,-0.0,-0.0
t72,0.0,0.0,95.56092432,0.0,-0.0
t73,0.0,0.0,145.73824191999998,-0.0,-0.0
t74,0.0,0.0,195.91555951999996,-0.0,-0.0
t75,0.0,0.0,47.80984362,0.0,-0.0
t76,0.0,0.0,97.98716122,-0.0,-0.0
t77,0.0,0.0,48.53955345,0.0,-0.0
t78,0.0,0.0,98.71687105000001,-0.0,-0.0
t79,0.0,0.0,49.4581449,0.0,-0.0
t80,0.0,0.0,49.72720732,-0.0,-0.0
t81,0.0,0.0,99.90452492,-0.0,-0.0
t82,0.0,0.0,150.08184252,0.0,-0.0
t83,0.0,0.0,200.21320047000003,-0.0,-0.0
t84,0.0,0.0,51.05142277,0.0,-0.0
