Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
NE,natural_gas_combined_cycle,1,1,1.7225223562049102e7,1.7225223562049102e7
NE,solar_pv,1,1,83319.86777393763,83319.86777393763
NE,onshore_wind,1,1,234945.08498225026,234945.08498225026
NE,battery,1,0,4.420595156862075e6,4.420595156862075e6
