Constraint,CapRes_1
t1,3.9340383938045423e-13
t2,3.7734738379966656e-13
t3,3.633898840388928e-13
t4,3.4968978812667295e-13
t5,3.3786141672544965e-13
t6,3.257213114657091e-13
t7,3.150106389981652e-13
t8,3.051050756282377e-13
t9,2.95484497921173e-13
t10,2.8657297011794187e-13
t11,2.7855058977044987e-13
t12,2.7056996864232173e-13
t13,2.6277003295276646e-13
t14,2.594295097571417e-13
t15,2.5625701914865916e-13
t16,2.537989700241797e-13
t17,2.5075920291396764e-13
t18,2.4836502090302995e-13
t19,2.4589642538575116e-13
t20,2.4371058979637663e-13
t21,2.4163835742489563e-13
t22,2.3963473133349144e-13
t23,2.376166959129775e-13
t24,2.355767040128639e-13
t25,2.338894671366562e-13
t26,2.42381399192488e-13
t27,2.5134902723674634e-13
t28,2.608395378149785e-13
t29,2.716594382913572e-13
t30,2.8364263625793944e-13
t31,2.9617307345729023e-13
t32,3.094183981890609e-13
t33,3.2441430003210534e-13
t34,3.4140297267106293e-13
t35,3.5945830323783725e-13
t36,3.803730164621361e-13
t37,4.0493171697438417e-13
t38,4.185187733991013e-13
t39,4.32764509526477e-13
t40,4.4923197116048965e-13
t41,4.657017892617861e-13
t42,4.839013724340287e-13
t43,5.050365199491231e-13
t44,5.272365148665847e-13
t45,5.510308607325087e-13
t46,5.784639539306285e-13
t47,6.05804859306747e-13
t48,6.393784043184427e-13
t49,6.770825437183921e-13
t50,6.792330920254029e-13
t51,6.826666281965152e-13
t52,6.843983381206254e-13
t53,6.862613148912797e-13
t54,6.893655056838271e-13
t55,6.925725818218796e-13
t56,6.984295112283773e-13
t57,7.024450169076956e-13
t58,7.079361596211668e-13
t59,7.150532508540553e-13
t60,7.248134673445535e-13
t61,7.400283862647918e-13
t62,7.091387148810388e-13
t63,6.793163453028324e-13
t64,6.529170126263782e-13
t65,6.303282038283799e-13
t66,6.127603068058716e-13
t67,5.958161854170077e-13
t68,5.795268791787938e-13
t69,5.642182964952368e-13
t70,5.514675320900081e-13
t71,5.417460611064321e-13
t72,5.314241047363448e-13
t73,5.240257063034701e-13
t74,5.411282796375365e-13
t75,5.578233726531031e-13
t76,5.793385059271897e-13
t77,5.94547785218087e-13
t78,6.135507052487312e-13
t79,6.347339440980299e-13
t80,6.57449094113735e-13
t81,6.931300398349762e-13
t82,7.236275845577913e-13
t83,7.552080292419392e-13
t84,7.967917806535242e-13
t85,8.571822871105718e-13
t86,0.4362948960299726
t87,2.3588999843055885e-9
t88,8.99764348599378e-13
t89,4.1304669525861204e-13
t90,2.6522901244474425e-13
t91,1.930827720262549e-13
t92,1.52653119578889e-13
t93,1.251123862895511e-13
t94,1.0534286761987208e-13
t95,9.027405485566168e-14
t96,7.800146307139296e-14
t97,6.863026076981844e-14
t98,6.407952142804203e-14
t99,5.998729754102732e-14
t100,5.6296924402563914e-14
t101,5.2559662902990666e-14
t102,4.9445564744593796e-14
t103,4.673793061598718e-14
t104,4.5575648478447333e-14
t105,4.451374738629001e-14
t106,4.326885670790241e-14
t107,4.226933121395984e-14
t108,4.140167984666904e-14
t109,4.054233132810423e-14
t110,3.983499654140082e-14
t111,3.8944145320848317e-14
t112,3.8247656643492666e-14
t113,3.7641043028039713e-14
t114,3.700852849895269e-14
