Resource,Zone,AnnualSum,Capacity,CapacityFactor
onshore_wind,1,1902.0153209030154,1517.2961459867818,1.1924997701065218e-5
solar_pv_sat,1,5.546891270291897e6,5358.651934374358,0.00984710915123229
solar_btm,1,777809.9918735257,32.11,0.230434690549977
solar_btm_curt,1,96538.41287922133,8.12,0.11309900212471931
hydro,1,142438.69439902663,5.999999999997968,0.22583506849164806
battery4,1,3.2877432337384704e6,536.8864902456413,0.0
battery8,1,3.1046634695734438e6,1538.9296901580651,0.0
pumped_hydro,1,8.733163281350501e-5,4.678853775874538e-9,0.0
