Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,6752.154331073615
SD,solar_pv_sat,1,1,1417.529094532776
SD,solar_btm,1,1,-607161.2009860156
SD,solar_btm_curt,1,1,0.7746687426172008
SD,hydro,1,1,-2.0967607228069697e7
SD,battery4,1,1,-9.224820108032297e8
SD,battery8,1,1,-4.716311133886141e8
SD,pumped_hydro,1,1,-0.0014743485150707583
