Resource,onshore_wind,solar_pv_sat,solar_btm,hydro,battery4,battery8,pumped_hydro
t187,0.0,0.0,0.0,-0.0,69.7082014832272,12385.560737437756,-0.0
t188,0.0,0.0,0.0,-0.0,69.7082014832272,12673.652609218372,-0.0
t189,0.0,0.0,0.0,-0.0,69.7082014832272,12954.348344535765,-0.0
t190,0.0,0.0,0.0,-0.0,69.7082014832272,13227.530934370281,-0.0
t191,0.0,0.0,0.0,-0.0,69.7082014832272,13493.260517268132,-0.0
t192,0.0,0.0,0.0,-0.0,69.7082014832272,13751.592311181672,-0.0
t193,0.0,0.0,0.0,-0.0,69.7082014832272,14002.374466730183,-0.0
t194,0.0,0.0,0.0,-0.0,69.7082014832272,14227.52051770564,-0.0
t195,0.0,0.0,0.0,-0.0,69.7082014832272,14427.000883612398,-0.0
t196,0.0,0.0,0.0,-0.0,69.7082014832272,14600.52435486189,-0.0
t197,0.0,0.0,0.0,-0.0,69.7082014832272,14748.167932838769,-0.0
t198,0.0,0.0,0.0,-0.0,69.7082014832272,14869.953310844336,-0.0
t199,0.0,0.0,0.0,-0.0,69.7082014832272,14965.689197534983,-0.0
t200,0.0,0.0,0.0,-0.0,69.7082014832272,15038.413316123955,-0.0
t201,0.0,0.0,0.0,-0.0,69.7082014832272,15088.0566436619,-0.0
t202,0.0,0.0,0.0,-0.0,69.7082014832272,15114.538325841311,-0.0
t203,0.0,0.0,0.0,-0.0,69.7082014832272,15117.80834620996,-0.0
t204,0.0,0.0,0.0,-0.0,28.585985659153145,15117.80834620996,-0.0
t205,0.0,0.0,0.0,-0.0,10.684033780304201,15076.99758704533,-0.0
t206,0.0,0.0,0.0,-0.0,1.1456479021431165,15027.31969324958,-0.0
t207,0.0,0.0,0.0,-0.0,-0.0,14968.72537521694,-0.0
t208,0.0,0.0,0.0,-0.0,6.206831273365286,14901.06911531268,-0.0
t209,0.0,0.0,0.0,-0.0,19.478790996252787,14824.573257152842,-0.0
t210,0.0,0.0,0.0,-0.0,39.61189420766184,14739.645013719703,-0.0
t211,0.0,0.0,0.0,-0.0,66.68432475300216,14646.128306969063,-0.0
t212,0.0,0.0,0.0,-0.0,97.81911659691322,14547.370477449793,-0.0
t213,0.0,0.0,0.0,-0.0,117.68968305360924,14443.973545420042,-0.0
t214,0.0,0.0,0.0,-0.0,156.4512830618619,14335.727449211332,-0.0
t215,0.0,0.0,0.0,-0.0,199.15317519126523,14222.483915036706,-0.0
t216,0.0,0.0,0.0,-0.0,245.6425167119794,14104.548060463556,-0.0
t217,0.0,0.0,0.0,-0.0,258.35439259672427,13981.5889503571,-0.0
t218,0.0,0.0,0.0,-0.0,307.7966538284011,13859.523276623077,-0.0
t219,0.0,0.0,0.0,-0.0,308.83641836395634,13738.59982723272,-0.0
t220,0.0,0.0,0.0,-0.0,356.25749426680585,13618.36209969958,-0.0
t221,0.0,0.0,0.0,-0.0,348.0598513401948,13498.812715368802,-0.0
t222,0.0,0.0,0.0,-0.0,393.7016637880371,13379.919989157741,-0.0
t223,0.0,0.0,0.0,-0.0,438.5164511192712,13261.57478294031,-0.0
t224,0.0,0.0,0.0,-0.0,481.94493440104617,13144.89357668774,-0.0
t225,0.0,0.0,0.0,-0.0,449.96918938913234,13029.858767677713,-0.0
t226,0.0,0.0,0.0,-0.0,490.5016145776401,12916.75200253581,-0.0
t227,0.0,0.0,0.0,-0.0,529.6042663726798,12805.396014409818,-0.0
t228,0.0,0.0,0.0,-0.0,485.75298483817687,12696.144035223688,-0.0
t229,0.0,0.0,0.0,-0.0,521.4981756337893,12589.28357966271,-0.0
t230,0.0,0.0,0.0,-0.0,476.8618603889281,12483.131646830847,-0.0
t231,0.0,0.0,0.0,-0.0,512.2646098498335,12377.256378130816,-0.0
t232,0.0,0.0,0.0,-0.0,468.89988516386114,12271.698847120228,-0.0
t233,0.0,0.0,0.0,-0.0,504.18530533002865,12166.359377737705,-0.0
t234,0.0,0.0,0.0,-0.0,461.9641825069003,12061.297820202775,-0.0
t235,0.0,0.0,0.0,-0.0,434.53303617630127,11956.426159810006,-0.0
t236,0.0,0.0,0.0,-0.0,469.54321037551836,11852.08852449146,-0.0
t237,0.0,0.0,0.0,-0.0,504.565983604632,11747.876526197138,-0.0
t238,0.0,0.0,0.0,-0.0,539.4861359758221,11644.020176599324,-0.0
t239,0.0,0.0,0.0,-0.0,491.4507453478716,11540.495224271423,-0.0
t240,0.0,0.0,0.0,-0.0,526.2510896122038,11437.179622405245,-0.0
t241,0.0,0.0,0.0,-0.0,560.9192234045327,11334.278738522531,-0.0
t242,0.0,0.0,0.0,-0.0,595.9360218686403,11231.184907814937,-0.0
t243,0.0,0.0,0.0,-0.0,545.8522569600768,11127.803074671556,-0.0
t244,0.0,0.0,0.0,-0.0,581.7057066003133,11024.045224178837,-0.0
t245,0.0,0.0,0.0,-0.0,617.9302891541687,10920.049573859065,-0.0
t246,0.0,0.0,0.0,-0.0,654.434886858863,10815.998020686695,-0.0
t247,0.0,0.0,0.0,-0.0,605.9407192421895,10711.719229605711,-0.0
t248,0.0,0.0,0.0,-0.0,643.0887028186526,10607.389469173217,-0.0
t249,0.0,0.0,0.0,-0.0,680.4871887969546,10503.062721730515,-0.0
t250,0.0,0.0,0.0,-0.0,718.1832056929355,10398.645104981955,-0.0
t251,0.0,0.0,0.0,-0.0,756.1232683438463,10294.243390401956,-0.0
t252,0.0,0.0,0.0,-0.0,794.3314790416761,10189.809463084577,-0.0
t253,0.0,0.0,0.0,-0.0,832.7690392368447,10085.420775971665,-0.0
t254,0.0,0.0,0.0,-0.0,868.3747605607341,9984.675404760548,-0.0
t255,0.0,0.0,0.0,-0.0,900.9740495000151,9887.921887644668,-0.0
t256,0.0,0.0,0.0,-0.0,930.6868289130168,9794.920824609932,-0.0
t257,0.0,0.0,0.0,-0.0,957.3527815211593,9705.992254549272,-0.0
t258,0.0,0.0,0.0,-0.0,981.0159963777534,9621.048163045261,-0.0
t259,0.0,0.0,0.0,-0.0,1001.7146843455482,9540.012270471307,-0.0
t260,0.0,0.0,0.0,-0.0,1019.4495957862039,9462.883078892082,-0.0
t261,0.0,0.0,0.0,-0.0,1034.1966284077312,9389.70870321353,-0.0
t262,0.0,0.0,0.0,-0.0,1045.9898780697392,9320.421078525902,-0.0
t263,0.0,0.0,0.0,-0.0,1054.662142639608,9255.353987849308,-0.0
t264,0.0,0.0,0.0,-0.0,1060.2257669731484,9194.48278721469,-0.0
t265,0.0,0.0,0.0,-0.0,1062.6331348543497,9137.902532259586,-0.0
t266,0.0,0.0,0.0,-0.0,1062.673424252216,9084.656405125055,-0.0
t267,0.0,0.0,0.0,-0.0,1060.036897243926,9034.554294274649,-0.0
t268,0.0,0.0,0.0,-0.0,1054.7245769558222,8987.582117193188,-0.0
t269,0.0,0.0,0.0,-0.0,1046.7564002493543,8943.706187334437,-0.0
t270,0.0,0.0,0.0,-0.0,1036.123338329377,8902.94176037398,-0.0
t271,0.0,0.0,0.0,-0.0,1022.8378927095139,8865.267712939496,-0.0
t272,0.0,0.0,0.0,-0.0,1006.9566936207065,8830.588359593521,-0.0
t273,0.0,0.0,0.0,-0.0,988.181784534694,8799.407144125185,-0.0
t274,0.0,0.0,0.0,-0.0,966.8618230341217,8771.13495532141,-0.0
t275,0.0,0.0,0.0,-0.0,942.8596393162356,8746.003562974078,-0.0
t276,0.0,0.0,0.0,-0.0,916.153008040855,8724.050520119024,-0.0
t277,0.0,0.0,0.0,-0.0,886.4307766003345,8705.801567494327,-0.0
t278,0.0,0.0,0.0,-0.0,856.3063767944324,8688.313182995882,-0.0
t279,0.0,0.0,0.0,-0.0,825.7082712813007,8671.706240063362,-0.0
t280,0.0,0.0,0.0,-0.0,794.833014133222,8655.648630091875,-0.0
t281,0.0,0.0,0.0,-0.0,763.7128119779139,8640.085934986313,-0.0
t282,0.0,0.0,0.0,-0.0,732.1913939180937,8625.282198676568,-0.0
t283,0.0,0.0,0.0,-0.0,700.5396295363701,8610.779744971336,-0.0
t284,0.0,0.0,0.0,-0.0,668.6330348273448,8596.788908789056,-0.0
t285,0.0,0.0,0.0,-0.0,636.3736801877204,8583.475157515637,-0.0
t286,0.0,0.0,0.0,-0.0,603.9136693093449,8570.581488361404,-0.0
t287,0.0,0.0,0.0,-0.0,571.2550857791746,8558.10438078288,-0.0
t288,0.0,0.0,0.0,-0.0,538.2590221504704,8546.278540465932,-0.0
t289,0.0,0.0,0.0,-0.0,504.84174314551495,8535.24545115567,-0.0
t290,0.0,0.0,0.0,-0.0,472.4749449804196,8523.492065494678,-0.0
t291,0.0,0.0,0.0,-0.0,441.31281494974957,8510.757860123174,-0.0
t292,0.0,0.0,0.0,-0.0,411.40744319212837,8496.954820543839,-0.0
t293,0.0,0.0,0.0,-0.0,382.6949310211064,8482.190913627905,-0.0
t294,0.0,0.0,0.0,-0.0,355.1863910633141,8466.447362868306,-0.0
t295,0.0,0.0,0.0,-0.0,328.8693216236428,8449.745291818846,-0.0
t296,0.0,0.0,0.0,-0.0,303.9441650439403,8431.746022039853,-0.0
t297,0.0,0.0,0.0,-0.0,280.3970305606196,8412.47302413187,-0.0
t298,0.0,0.0,0.0,-0.0,258.18694029871733,8391.995536448121,-0.0
t299,0.0,0.0,0.0,-0.0,258.18694029871733,8349.451905458991,-0.0
t300,0.0,0.0,0.0,-0.0,238.74638996273092,8326.404158381934,-0.0
t301,0.0,0.0,0.0,-0.0,220.61733588073503,8302.195088909582,-0.0
t302,0.0,0.0,0.0,-0.0,220.61733588073503,8260.063736083495,-0.0
t303,0.0,0.0,0.0,-0.0,202.0516858725376,8236.554400732997,-0.0
t304,0.0,0.0,0.0,-0.0,183.27329435663762,8213.385544074985,-0.0
t305,0.0,0.0,0.0,-0.0,164.44770115807165,8190.277460762681,-0.0
t306,0.0,0.0,0.0,-0.0,164.44770115807165,8148.371725653985,-0.0
t307,0.0,0.0,0.0,-0.0,164.44770115807165,8106.523629436593,-0.0
t308,0.0,0.0,0.0,-0.0,145.37866235875376,8083.769941703303,-0.0
t309,0.0,0.0,0.0,-0.0,145.37866235875376,8042.023357964173,-0.0
t310,0.0,0.0,0.0,-0.0,125.97611730606037,8019.795218353823,-0.0
t311,0.0,0.0,0.0,-0.0,125.97611730606037,7978.115494092953,-0.0
t312,0.0,0.0,0.0,-0.0,106.50585988147671,7955.963802724058,-0.0
t313,0.0,0.0,0.0,-0.0,87.02292954542271,7933.814542984025,-0.0
t314,0.0,0.0,0.0,-0.0,87.02292954542271,7892.23560911446,-0.0
t315,0.0,0.0,0.0,-0.0,87.02292954542271,7850.707536494895,-0.0
t316,0.0,0.0,0.0,-0.0,74.75510814574514,7821.588675883703,-0.0
t317,0.0,0.0,0.0,-0.0,70.65506236609721,7784.296380087264,-0.0
t318,0.0,0.0,0.0,-0.0,70.65506236609721,7743.002799054655,-0.0
t319,0.0,0.0,0.0,-0.0,70.65506236609721,7701.7054744242205,-0.0
t320,0.0,0.0,0.0,-0.0,68.25624185789289,7662.87333230199,-0.0
t321,0.0,0.0,0.0,-0.0,68.33340096539175,7621.574460926873,-0.0
t322,0.0,0.0,0.0,-0.0,70.5451222524736,7577.754877984196,-0.0
t323,0.0,0.0,0.0,-0.0,74.89188159695846,7531.413633486459,-0.0
t324,0.0,0.0,0.0,-0.0,81.29020336188633,7482.7173685510525,-0.0
t325,0.0,0.0,0.0,-0.0,89.93408017509718,7431.2788187084125,-0.0
t326,0.0,0.0,0.0,-0.0,97.72538731369822,7380.851745320178,-0.0
t327,0.0,0.0,0.0,-0.0,104.6694156286585,7331.42558646791,-0.0
t328,0.0,0.0,0.0,-0.0,110.74382642934894,7283.0449364075475,-0.0
t329,0.0,0.0,0.0,-0.0,116.02459268326956,7235.558131484201,-0.0
t330,0.0,0.0,0.0,-0.0,120.40766394472944,7189.172886111493,-0.0
t331,0.0,0.0,0.0,-0.0,123.99826635363948,7143.679138855692,-0.0
t332,0.0,0.0,0.0,-0.0,126.75642459899969,7099.156691809189,-0.0
t333,0.0,0.0,0.0,-0.0,128.72857950981913,7055.512835991586,-0.0
t334,0.0,0.0,0.0,-0.0,129.90062234838877,7012.7757363316505,-0.0
t335,0.0,0.0,0.0,-0.0,130.27467857690857,6970.941149802208,-0.0
t336,0.0,0.0,0.0,-0.0,129.9182796149509,6929.764982242426,-0.0
t337,0.0,0.0,0.0,-0.0,128.81563392576044,6889.159219181617,-0.0
t338,0.0,0.0,0.0,-0.0,128.81563392576044,6847.2320440946605,-0.0
t339,0.0,0.0,0.0,-0.0,127.1622018976845,6806.825274177084,-0.0
