Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,3.3283824630887847e7
SD,solar_pv_sat,1,1,2.511195176426324e7
SD,hydro,1,1,0.0
SD,battery,1,1,3.2865423835489166e8
SD,pumped_hydro,1,1,0.0
