Resource,Zone,AnnualSum,Capacity,CapacityFactor
onshore_wind,1,91706.39365532399,255.01401980340157,0.003420977405830568
solar_pv_sat,1,4.718154387616312e6,402.7255515077098,0.11144936815046011
hydro,1,0.0,0.0,0.0
battery,1,2.4328722042175606e6,803.224203862085,0.0
pumped_hydro,1,0.0,0.0,0.0
