Time_Index,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro_long,pumped_hydro_short,geothermal
3472,0.452487467,0.0,0.0,0.0,0.511630916,1.0,1.0,1.0,1.0,1.0
3473,0.443034254,0.0,0.0,0.0,0.509315298,1.0,1.0,1.0,1.0,1.0
3474,0.433581041,0.0,0.0,0.0,0.506999679,1.0,1.0,1.0,1.0,1.0
3475,0.424127829,0.0,0.0,0.0,0.504684062,1.0,1.0,1.0,1.0,1.0
3476,0.414674616,0.0,0.0,0.0,0.502368443,1.0,1.0,1.0,1.0,1.0
3477,0.405221403,0.0,0.0,0.0,0.500052825,1.0,1.0,1.0,1.0,1.0
3478,0.39576819,0.0,0.0,0.0,0.497737207,1.0,1.0,1.0,1.0,1.0
3479,0.386314977,0.0,0.0,0.0,0.495421589,1.0,1.0,1.0,1.0,1.0
3480,0.376861764,0.0,0.0,0.0,0.493105971,1.0,1.0,1.0,1.0,1.0
3481,0.367408551,0.0,0.0,0.0,0.490790353,1.0,1.0,1.0,1.0,1.0
3482,0.37344335,0.0,0.0,0.0,0.488655448,1.0,1.0,1.0,1.0,1.0
3483,0.379478149,0.0,0.0,0.0,0.486520542,1.0,1.0,1.0,1.0,1.0
3484,0.385512948,0.0,0.0,0.0,0.484385637,1.0,1.0,1.0,1.0,1.0
3485,0.391547747,0.0,0.0,0.0,0.482250731,1.0,1.0,1.0,1.0,1.0
3486,0.397582546,0.0,0.0,0.0,0.480115825,1.0,1.0,1.0,1.0,1.0
3487,0.403617345,0.0,0.0,0.0,0.47798092,1.0,1.0,1.0,1.0,1.0
3488,0.409652144,0.0,0.0,0.0,0.475846015,1.0,1.0,1.0,1.0,1.0
3489,0.415686943,0.0,0.0,0.0,0.473711109,1.0,1.0,1.0,1.0,1.0
3490,0.421721742,0.0,0.0,0.0,0.471576204,1.0,1.0,1.0,1.0,1.0
3491,0.427756541,0.0,0.0,0.0,0.469441298,1.0,1.0,1.0,1.0,1.0
3492,0.43379134,0.0,0.0,0.0,0.467306393,1.0,1.0,1.0,1.0,1.0
3493,0.439826139,0.0,0.0,0.0,0.465171487,1.0,1.0,1.0,1.0,1.0
3494,0.438118792,0.0,0.0,0.0,0.465178594,1.0,1.0,1.0,1.0,1.0
3495,0.436411445,0.0,0.0,0.0,0.4651857,1.0,1.0,1.0,1.0,1.0
3496,0.434704099,0.0,0.0,0.0,0.465192807,1.0,1.0,1.0,1.0,1.0
3497,0.432996752,0.0,0.0,0.0,0.465199913,1.0,1.0,1.0,1.0,1.0
3498,0.431289405,0.0,0.0,0.0,0.46520702,1.0,1.0,1.0,1.0,1.0
3499,0.429582058,0.0,0.0,0.0,0.465214128,1.0,1.0,1.0,1.0,1.0
3500,0.427874711,0.0,0.0,0.0,0.465221234,1.0,1.0,1.0,1.0,1.0
3501,0.426167364,0.0,0.0,0.0,0.465228341,1.0,1.0,1.0,1.0,1.0
3502,0.424460017,0.0,0.0,0.0,0.465235447,1.0,1.0,1.0,1.0,1.0
3503,0.422752671,0.0,0.0,0.0,0.465242554,1.0,1.0,1.0,1.0,1.0
3504,0.421045324,0.0,0.0,0.0,0.465249661,1.0,1.0,1.0,1.0,1.0
3505,0.419337977,0.0,0.0,0.0,0.465256768,1.0,1.0,1.0,1.0,1.0
3506,0.420442898,0.0,0.0,0.0,0.466950577,1.0,1.0,1.0,1.0,1.0
3507,0.421547819,0.0,0.0,0.0,0.468644386,1.0,1.0,1.0,1.0,1.0
3508,0.42265274,0.0,0.0,0.0,0.470338195,1.0,1.0,1.0,1.0,1.0
3509,0.423757661,0.0,0.0,0.0,0.472032004,1.0,1.0,1.0,1.0,1.0
3510,0.424862582,0.0,0.0,0.0,0.473725814,1.0,1.0,1.0,1.0,1.0
3511,0.425967503,0.0,0.0,0.0,0.475419623,1.0,1.0,1.0,1.0,1.0
3512,0.427072424,0.008896157,0.001493037,0.001493037,0.477113432,1.0,1.0,1.0,1.0,1.0
3513,0.428177345,0.017792314,0.002986075,0.002986075,0.478807241,1.0,1.0,1.0,1.0,1.0
3514,0.429282266,0.026688471,0.004479112,0.004479112,0.48050105,1.0,1.0,1.0,1.0,1.0
3515,0.430387187,0.035584628,0.005972149,0.005972149,0.48219486,1.0,1.0,1.0,1.0,1.0
3516,0.431492108,0.044480785,0.007465187,0.007465187,0.483888669,1.0,1.0,1.0,1.0,1.0
3517,0.432597029,0.053376942,0.008958224,0.008958224,0.485582478,1.0,1.0,1.0,1.0,1.0
3518,0.430332623,0.096197241,0.016671986,0.016671986,0.487932431,1.0,1.0,1.0,1.0,1.0
3519,0.428068217,0.13901754,0.024385747,0.024385747,0.490282384,1.0,1.0,1.0,1.0,1.0
3520,0.425803811,0.181837839,0.032099509,0.032099509,0.492632336,1.0,1.0,1.0,1.0,1.0
3521,0.423539405,0.224658137,0.03981327,0.03981327,0.494982288,1.0,1.0,1.0,1.0,1.0
3522,0.421274999,0.267478436,0.047527032,0.047527032,0.497332241,1.0,1.0,1.0,1.0,1.0
3523,0.419010594,0.310298735,0.055240793,0.055240793,0.499682194,1.0,1.0,1.0,1.0,1.0
3524,0.416746188,0.342712035,0.066591284,0.066591284,0.502032147,1.0,1.0,1.0,1.0,1.0
3525,0.414481782,0.375125336,0.077941775,0.077941775,0.5043821,1.0,1.0,1.0,1.0,1.0
3526,0.412217376,0.407538636,0.089292266,0.089292266,0.506732053,1.0,1.0,1.0,1.0,1.0
3527,0.40995297,0.439951936,0.100642757,0.100642757,0.509082005,1.0,1.0,1.0,1.0,1.0
3528,0.407688564,0.472365237,0.111993248,0.111993248,0.511431957,1.0,1.0,1.0,1.0,1.0
3529,0.405424158,0.504778537,0.123343739,0.123343739,0.51378191,1.0,1.0,1.0,1.0,1.0
3530,0.417127981,0.484865794,0.139437556,0.139437556,0.506646538,1.0,1.0,1.0,1.0,1.0
3531,0.428831804,0.464953051,0.155531373,0.155531373,0.499511166,1.0,1.0,1.0,1.0,1.0
3532,0.440535627,0.445040308,0.17162519,0.17162519,0.492375794,1.0,1.0,1.0,1.0,1.0
3533,0.452239449,0.425127564,0.187719007,0.187719007,0.485240422,1.0,1.0,1.0,1.0,1.0
3534,0.463943272,0.405214821,0.203812824,0.203812824,0.47810505,1.0,1.0,1.0,1.0,1.0
3535,0.475647095,0.385302078,0.219906641,0.219906641,0.470969677,1.0,1.0,1.0,1.0,1.0
3536,0.487350918,0.417376569,0.239374913,0.239374913,0.463834305,1.0,1.0,1.0,1.0,1.0
3537,0.499054741,0.449451059,0.258843184,0.258843184,0.456698933,1.0,1.0,1.0,1.0,1.0
3538,0.510758563,0.48152555,0.278311455,0.278311455,0.449563561,1.0,1.0,1.0,1.0,1.0
3539,0.522462386,0.513600041,0.297779727,0.297779727,0.442428189,1.0,1.0,1.0,1.0,1.0
3540,0.534166209,0.545674531,0.317247998,0.317247998,0.435292816,1.0,1.0,1.0,1.0,1.0
3541,0.545870032,0.577749022,0.336716269,0.336716269,0.428157444,1.0,1.0,1.0,1.0,1.0
3542,0.550953061,0.636858738,0.356298139,0.356298139,0.416812957,1.0,1.0,1.0,1.0,1.0
3543,0.55603609,0.695968453,0.375880009,0.375880009,0.40546847,1.0,1.0,1.0,1.0,1.0
3544,0.56111912,0.755078169,0.395461879,0.395461879,0.394123984,1.0,1.0,1.0,1.0,1.0
3545,0.566202149,0.814187884,0.415043749,0.415043749,0.382779497,1.0,1.0,1.0,1.0,1.0
3546,0.571285178,0.8732976,0.434625619,0.434625619,0.37143501,1.0,1.0,1.0,1.0,1.0
3547,0.576368208,0.932407315,0.454207489,0.454207489,0.360090523,1.0,1.0,1.0,1.0,1.0
3548,0.581451237,0.941855848,0.472276606,0.472276606,0.348746035,1.0,1.0,1.0,1.0,1.0
3549,0.586534266,0.951304382,0.490345722,0.490345722,0.337401549,1.0,1.0,1.0,1.0,1.0
3550,0.591617295,0.960752916,0.508414839,0.508414839,0.326057062,1.0,1.0,1.0,1.0,1.0
3551,0.596700325,0.970201449,0.526483955,0.526483955,0.314712575,1.0,1.0,1.0,1.0,1.0
3552,0.601783354,0.979649983,0.544553072,0.544553072,0.303368088,1.0,1.0,1.0,1.0,1.0
3553,0.606866383,0.989098516,0.562622188,0.562622188,0.292023601,1.0,1.0,1.0,1.0,1.0
3554,0.591159753,0.99091543,0.578472825,0.578472825,0.286517408,1.0,1.0,1.0,1.0,1.0
3555,0.575453124,0.992732344,0.594323463,0.594323463,0.281011213,1.0,1.0,1.0,1.0,1.0
3556,0.559746494,0.994549258,0.6101741,0.6101741,0.27550502,1.0,1.0,1.0,1.0,1.0
3557,0.544039865,0.996366172,0.626024737,0.626024737,0.269998826,1.0,1.0,1.0,1.0,1.0
3558,0.528333235,0.998183086,0.641875374,0.641875374,0.264492632,1.0,1.0,1.0,1.0,1.0
3559,0.512626605,1.0,0.657726011,0.657726011,0.258986438,1.0,1.0,1.0,1.0,1.0
3560,0.496919976,1.0,0.671768542,0.671768542,0.253480244,1.0,1.0,1.0,1.0,1.0
3561,0.481213346,1.0,0.685811073,0.685811073,0.24797405,1.0,1.0,1.0,1.0,1.0
3562,0.465506717,1.0,0.699853604,0.699853604,0.242467857,1.0,1.0,1.0,1.0,1.0
3563,0.449800087,1.0,0.713896135,0.713896135,0.236961663,1.0,1.0,1.0,1.0,1.0
3564,0.434093458,1.0,0.727938666,0.727938666,0.231455469,1.0,1.0,1.0,1.0,1.0
3565,0.418386828,1.0,0.741981197,0.741981197,0.225949275,1.0,1.0,1.0,1.0,1.0
3566,0.429013425,1.0,0.754081263,0.754081263,0.224337037,1.0,1.0,1.0,1.0,1.0
3567,0.439640023,1.0,0.766181329,0.766181329,0.222724798,1.0,1.0,1.0,1.0,1.0
3568,0.45026662,1.0,0.778281395,0.778281395,0.22111256,1.0,1.0,1.0,1.0,1.0
3569,0.460893217,1.0,0.790381461,0.790381461,0.219500322,1.0,1.0,1.0,1.0,1.0
3570,0.471519814,1.0,0.802481527,0.802481527,0.217888083,1.0,1.0,1.0,1.0,1.0
3571,0.482146412,1.0,0.814581593,0.814581593,0.216275845,1.0,1.0,1.0,1.0,1.0
3572,0.492773009,1.0,0.824298101,0.824298101,0.214663607,1.0,1.0,1.0,1.0,1.0
3573,0.503399606,1.0,0.834014609,0.834014609,0.213051368,1.0,1.0,1.0,1.0,1.0
3574,0.514026203,1.0,0.843731117,0.843731117,0.21143913,1.0,1.0,1.0,1.0,1.0
3575,0.524652801,1.0,0.853447624,0.853447624,0.209826892,1.0,1.0,1.0,1.0,1.0
3576,0.535279398,1.0,0.863164132,0.863164132,0.208214654,1.0,1.0,1.0,1.0,1.0
3577,0.545905995,1.0,0.87288064,0.87288064,0.206602415,1.0,1.0,1.0,1.0,1.0
3578,0.545695283,1.0,0.880705898,0.880705898,0.205835059,1.0,1.0,1.0,1.0,1.0
3579,0.545484571,1.0,0.888531156,0.888531156,0.205067703,1.0,1.0,1.0,1.0,1.0
3580,0.545273859,1.0,0.896356414,0.896356414,0.204300347,1.0,1.0,1.0,1.0,1.0
3581,0.545063147,1.0,0.904181672,0.904181672,0.20353299,1.0,1.0,1.0,1.0,1.0
3582,0.544852435,1.0,0.91200693,0.91200693,0.202765634,1.0,1.0,1.0,1.0,1.0
3583,0.544641723,1.0,0.919832188,0.919832188,0.201998278,1.0,1.0,1.0,1.0,1.0
3584,0.54443101,1.0,0.924804724,0.924804724,0.201230922,1.0,1.0,1.0,1.0,1.0
3585,0.544220298,1.0,0.92977726,0.92977726,0.200463566,1.0,1.0,1.0,1.0,1.0
3586,0.544009586,1.0,0.934749795,0.934749795,0.19969621,1.0,1.0,1.0,1.0,1.0
3587,0.543798874,1.0,0.939722331,0.939722331,0.198928853,1.0,1.0,1.0,1.0,1.0
3588,0.543588162,1.0,0.944694867,0.944694867,0.198161497,1.0,1.0,1.0,1.0,1.0
3589,0.54337745,1.0,0.949667402,0.949667402,0.197394141,1.0,1.0,1.0,1.0,1.0
3590,0.547189334,1.0,0.952856743,0.952856743,0.199483567,1.0,1.0,1.0,1.0,1.0
3591,0.551001219,1.0,0.956046083,0.956046083,0.201572993,1.0,1.0,1.0,1.0,1.0
3592,0.554813103,1.0,0.959235423,0.959235423,0.20366242,1.0,1.0,1.0,1.0,1.0
3593,0.558624988,1.0,0.962424763,0.962424763,0.205751846,1.0,1.0,1.0,1.0,1.0
3594,0.562436872,1.0,0.965614103,0.965614103,0.207841272,1.0,1.0,1.0,1.0,1.0
3595,0.566248757,1.0,0.968803443,0.968803443,0.209930699,1.0,1.0,1.0,1.0,1.0
3596,0.570060641,1.0,0.969967314,0.969967314,0.212020125,1.0,1.0,1.0,1.0,1.0
3597,0.573872525,1.0,0.971131185,0.971131185,0.214109551,1.0,1.0,1.0,1.0,1.0
3598,0.57768441,1.0,0.972295056,0.972295056,0.216198978,1.0,1.0,1.0,1.0,1.0
3599,0.581496294,1.0,0.973458927,0.973458927,0.218288404,1.0,1.0,1.0,1.0,1.0
3600,0.585308179,1.0,0.974622798,0.974622798,0.22037783,1.0,1.0,1.0,1.0,1.0
3601,0.589120063,1.0,0.975786669,0.975786669,0.222467256,1.0,1.0,1.0,1.0,1.0
3602,0.592075716,1.0,0.974356404,0.974356404,0.226768737,1.0,1.0,1.0,1.0,1.0
3603,0.59503137,1.0,0.972926139,0.972926139,0.231070218,1.0,1.0,1.0,1.0,1.0
3604,0.597987023,1.0,0.971495874,0.971495874,0.235371699,1.0,1.0,1.0,1.0,1.0
3605,0.600942676,1.0,0.970065609,0.970065609,0.239673179,1.0,1.0,1.0,1.0,1.0
3606,0.603898329,1.0,0.968635344,0.968635344,0.24397466,1.0,1.0,1.0,1.0,1.0
3607,0.606853983,1.0,0.967205078,0.967205078,0.248276141,1.0,1.0,1.0,1.0,1.0
3608,0.609809636,1.0,0.963682095,0.963682095,0.252577622,1.0,1.0,1.0,1.0,1.0
3609,0.612765289,1.0,0.960159111,0.960159111,0.256879103,1.0,1.0,1.0,1.0,1.0
3610,0.615720942,1.0,0.956636128,0.956636128,0.261180584,1.0,1.0,1.0,1.0,1.0
3611,0.618676596,1.0,0.953113145,0.953113145,0.265482064,1.0,1.0,1.0,1.0,1.0
3612,0.621632249,1.0,0.949590161,0.949590161,0.269783545,1.0,1.0,1.0,1.0,1.0
3613,0.624587902,1.0,0.946067178,0.946067178,0.274085026,1.0,1.0,1.0,1.0,1.0
3614,0.644667609,1.0,0.939849486,0.939849486,0.280996659,1.0,1.0,1.0,1.0,1.0
3615,0.664747316,1.0,0.933631795,0.933631795,0.287908294,1.0,1.0,1.0,1.0,1.0
3616,0.684827023,1.0,0.927414104,0.927414104,0.294819928,1.0,1.0,1.0,1.0,1.0
3617,0.704906729,1.0,0.921196413,0.921196413,0.301731563,1.0,1.0,1.0,1.0,1.0
3618,0.724986436,1.0,0.914978722,0.914978722,0.308643197,1.0,1.0,1.0,1.0,1.0
3619,0.745066143,1.0,0.90876103,0.90876103,0.315554832,1.0,1.0,1.0,1.0,1.0
3620,0.76514585,1.0,0.900396245,0.900396245,0.322466466,1.0,1.0,1.0,1.0,1.0
3621,0.785225557,1.0,0.89203146,0.89203146,0.3293781,1.0,1.0,1.0,1.0,1.0
3622,0.805305264,1.0,0.883666675,0.883666675,0.336289734,1.0,1.0,1.0,1.0,1.0
3623,0.82538497,1.0,0.875301889,0.875301889,0.343201368,1.0,1.0,1.0,1.0,1.0
3624,0.845464677,1.0,0.866937104,0.866937104,0.350113003,1.0,1.0,1.0,1.0,1.0
3625,0.865544384,1.0,0.858572319,0.858572319,0.357024637,1.0,1.0,1.0,1.0,1.0
3626,0.87119367,0.998860783,0.84835932,0.84835932,0.365978159,1.0,1.0,1.0,1.0,1.0
3627,0.876842956,0.997721566,0.838146321,0.838146321,0.374931681,1.0,1.0,1.0,1.0,1.0
3628,0.882492242,0.996582349,0.827933322,0.827933322,0.383885203,1.0,1.0,1.0,1.0,1.0
3629,0.888141527,0.995443132,0.817720322,0.817720322,0.392838723,1.0,1.0,1.0,1.0,1.0
3630,0.893790813,0.994303915,0.807507323,0.807507323,0.401792245,1.0,1.0,1.0,1.0,1.0
3631,0.899440099,0.993164698,0.797294324,0.797294324,0.410745767,1.0,1.0,1.0,1.0,1.0
3632,0.905089385,0.994303915,0.784400141,0.784400141,0.419699289,1.0,1.0,1.0,1.0,1.0
3633,0.910738671,0.995443132,0.771505959,0.771505959,0.428652811,1.0,1.0,1.0,1.0,1.0
3634,0.916387956,0.996582349,0.758611776,0.758611776,0.437606333,1.0,1.0,1.0,1.0,1.0
3635,0.922037242,0.997721566,0.745717593,0.745717593,0.446559854,1.0,1.0,1.0,1.0,1.0
3636,0.927686528,0.998860783,0.732823411,0.732823411,0.455513376,1.0,1.0,1.0,1.0,1.0
3637,0.933335814,1.0,0.719929228,0.719929228,0.464466897,1.0,1.0,1.0,1.0,1.0
3638,0.938891163,1.0,0.705192873,0.705192873,0.473762355,1.0,1.0,1.0,1.0,1.0
3639,0.944446512,1.0,0.690456518,0.690456518,0.483057812,1.0,1.0,1.0,1.0,1.0
3640,0.950001861,1.0,0.675720163,0.675720163,0.492353269,1.0,1.0,1.0,1.0,1.0
3641,0.955557209,1.0,0.660983809,0.660983809,0.501648725,1.0,1.0,1.0,1.0,1.0
3642,0.961112558,1.0,0.646247454,0.646247454,0.510944182,1.0,1.0,1.0,1.0,1.0
3643,0.966667907,1.0,0.631511099,0.631511099,0.520239639,1.0,1.0,1.0,1.0,1.0
3644,0.972223256,0.998905811,0.614741792,0.614741792,0.529535096,1.0,1.0,1.0,1.0,1.0
3645,0.977778605,0.997811622,0.597972486,0.597972486,0.538830553,1.0,1.0,1.0,1.0,1.0
3646,0.983333954,0.996717433,0.581203179,0.581203179,0.54812601,1.0,1.0,1.0,1.0,1.0
3647,0.988889302,0.995623243,0.564433873,0.564433873,0.557421467,1.0,1.0,1.0,1.0,1.0
3648,0.994444651,0.994529054,0.547664566,0.547664566,0.566716924,1.0,1.0,1.0,1.0,1.0
3649,1.0,0.993434865,0.53089526,0.53089526,0.576012381,1.0,1.0,1.0,1.0,1.0
3650,0.999915157,0.984819969,0.511616899,0.511616899,0.586822476,1.0,1.0,1.0,1.0,1.0
3651,0.999830314,0.976205072,0.492338538,0.492338538,0.59763257,1.0,1.0,1.0,1.0,1.0
3652,0.999745471,0.967590176,0.473060177,0.473060177,0.608442665,1.0,1.0,1.0,1.0,1.0
3653,0.999660628,0.958975279,0.453781816,0.453781816,0.619252759,1.0,1.0,1.0,1.0,1.0
3654,0.999575785,0.950360383,0.434503455,0.434503455,0.630062853,1.0,1.0,1.0,1.0,1.0
3655,0.999490943,0.941745486,0.415225094,0.415225094,0.640872948,1.0,1.0,1.0,1.0,1.0
3656,0.9994061,0.927598639,0.394948991,0.394948991,0.651683042,1.0,1.0,1.0,1.0,1.0
3657,0.999321257,0.913451793,0.374672889,0.374672889,0.662493137,1.0,1.0,1.0,1.0,1.0
3658,0.999236414,0.899304946,0.354396786,0.354396786,0.673303231,1.0,1.0,1.0,1.0,1.0
3659,0.999151571,0.885158099,0.334120683,0.334120683,0.684113326,1.0,1.0,1.0,1.0,1.0
3660,0.999066728,0.871011253,0.31384458,0.31384458,0.69492342,1.0,1.0,1.0,1.0,1.0
3661,0.998981885,0.856864406,0.293568478,0.293568478,0.705733515,1.0,1.0,1.0,1.0,1.0
3662,0.989974278,0.831877007,0.275078029,0.275078029,0.722368909,1.0,1.0,1.0,1.0,1.0
3663,0.980966671,0.806889607,0.25658758,0.25658758,0.739004304,1.0,1.0,1.0,1.0,1.0
3664,0.971959064,0.781902208,0.238097132,0.238097132,0.755639699,1.0,1.0,1.0,1.0,1.0
3665,0.962951457,0.756914808,0.219606683,0.219606683,0.772275093,1.0,1.0,1.0,1.0,1.0
3666,0.95394385,0.731927409,0.201116234,0.201116234,0.788910488,1.0,1.0,1.0,1.0,1.0
3667,0.944936243,0.706940009,0.182625785,0.182625785,0.805545882,1.0,1.0,1.0,1.0,1.0
3668,0.935928637,0.662597674,0.16742635,0.16742635,0.822181276,1.0,1.0,1.0,1.0,1.0
3669,0.92692103,0.61825534,0.152226915,0.152226915,0.838816671,1.0,1.0,1.0,1.0,1.0
3670,0.917913423,0.573913005,0.137027479,0.137027479,0.855452066,1.0,1.0,1.0,1.0,1.0
3671,0.908905816,0.52957067,0.121828044,0.121828044,0.87208746,1.0,1.0,1.0,1.0,1.0
3672,0.899898209,0.485228336,0.106628608,0.106628608,0.888722855,1.0,1.0,1.0,1.0,1.0
3673,0.890890602,0.440886001,0.091429173,0.091429173,0.90535825,1.0,1.0,1.0,1.0,1.0
3674,0.885837645,0.393495389,0.081869808,0.081869808,0.913245062,1.0,1.0,1.0,1.0,1.0
3675,0.880784688,0.346104776,0.072310442,0.072310442,0.921131875,1.0,1.0,1.0,1.0,1.0
3676,0.875731731,0.298714164,0.062751077,0.062751077,0.929018687,1.0,1.0,1.0,1.0,1.0
3677,0.870678774,0.251323551,0.053191711,0.053191711,0.9369055,1.0,1.0,1.0,1.0,1.0
3678,0.865625817,0.203932939,0.043632346,0.043632346,0.944792312,1.0,1.0,1.0,1.0,1.0
3679,0.86057286,0.156542326,0.03407298,0.03407298,0.952679125,1.0,1.0,1.0,1.0,1.0
3680,0.855519903,0.130451938,0.02839415,0.02839415,0.960565937,1.0,1.0,1.0,1.0,1.0
3681,0.850466946,0.104361551,0.02271532,0.02271532,0.96845275,1.0,1.0,1.0,1.0,1.0
3682,0.845413989,0.078271163,0.01703649,0.01703649,0.976339562,1.0,1.0,1.0,1.0,1.0
3683,0.840361032,0.052180775,0.01135766,0.01135766,0.984226375,1.0,1.0,1.0,1.0,1.0
3684,0.835308075,0.026090388,0.00567883,0.00567883,0.992113187,1.0,1.0,1.0,1.0,1.0
3685,0.830255118,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3686,0.832352267,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3687,0.834449415,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3688,0.836546564,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3689,0.838643713,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3690,0.840740861,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3691,0.84283801,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3692,0.844935159,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3693,0.847032307,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3694,0.849129456,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3695,0.851226605,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3696,0.853323753,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3697,0.855420902,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3698,0.857092958,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3699,0.858765014,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3700,0.86043707,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3701,0.862109126,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3702,0.863781182,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3703,0.865453237,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3704,0.867125293,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3705,0.868797349,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3706,0.870469405,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3707,0.872141461,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3708,0.873813517,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3709,0.875485573,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
3710,0.87792695,0.0,0.0,0.0,0.993434731,1.0,1.0,1.0,1.0,1.0
3711,0.880368328,0.0,0.0,0.0,0.986869461,1.0,1.0,1.0,1.0,1.0
3712,0.882809705,0.0,0.0,0.0,0.980304192,1.0,1.0,1.0,1.0,1.0
3713,0.885251082,0.0,0.0,0.0,0.973738923,1.0,1.0,1.0,1.0,1.0
3714,0.88769246,0.0,0.0,0.0,0.967173653,1.0,1.0,1.0,1.0,1.0
3715,0.890133837,0.0,0.0,0.0,0.960608384,1.0,1.0,1.0,1.0,1.0
3716,0.892575214,0.0,0.0,0.0,0.954043115,1.0,1.0,1.0,1.0,1.0
3717,0.895016592,0.0,0.0,0.0,0.947477845,1.0,1.0,1.0,1.0,1.0
3718,0.897457969,0.0,0.0,0.0,0.940912576,1.0,1.0,1.0,1.0,1.0
3719,0.899899346,0.0,0.0,0.0,0.934347307,1.0,1.0,1.0,1.0,1.0
3720,0.902340724,0.0,0.0,0.0,0.927782037,1.0,1.0,1.0,1.0,1.0
3721,0.904782101,0.0,0.0,0.0,0.921216768,1.0,1.0,1.0,1.0,1.0
3722,0.907128301,0.0,0.0,0.0,0.905436754,1.0,1.0,1.0,1.0,1.0
3723,0.909474502,0.0,0.0,0.0,0.88965674,1.0,1.0,1.0,1.0,1.0
3724,0.911820702,0.0,0.0,0.0,0.873876727,1.0,1.0,1.0,1.0,1.0
3725,0.914166902,0.0,0.0,0.0,0.858096712,1.0,1.0,1.0,1.0,1.0
3726,0.916513102,0.0,0.0,0.0,0.842316699,1.0,1.0,1.0,1.0,1.0
3727,0.918859303,0.0,0.0,0.0,0.826536684,1.0,1.0,1.0,1.0,1.0
3728,0.921205503,0.0,0.0,0.0,0.810756671,1.0,1.0,1.0,1.0,1.0
3729,0.923551703,0.0,0.0,0.0,0.794976657,1.0,1.0,1.0,1.0,1.0
3730,0.925897903,0.0,0.0,0.0,0.779196643,1.0,1.0,1.0,1.0,1.0
3731,0.928244104,0.0,0.0,0.0,0.76341663,1.0,1.0,1.0,1.0,1.0
3732,0.930590304,0.0,0.0,0.0,0.747636615,1.0,1.0,1.0,1.0,1.0
3733,0.932936504,0.0,0.0,0.0,0.731856602,1.0,1.0,1.0,1.0,1.0
3734,0.938312091,0.0,0.0,0.0,0.721065978,1.0,1.0,1.0,1.0,1.0
3735,0.943687679,0.0,0.0,0.0,0.710275354,1.0,1.0,1.0,1.0,1.0
3736,0.949063266,0.0,0.0,0.0,0.699484731,1.0,1.0,1.0,1.0,1.0
3737,0.954438854,0.0,0.0,0.0,0.688694107,1.0,1.0,1.0,1.0,1.0
3738,0.959814441,0.0,0.0,0.0,0.677903484,1.0,1.0,1.0,1.0,1.0
3739,0.965190029,0.0,0.0,0.0,0.66711286,1.0,1.0,1.0,1.0,1.0
3740,0.970565616,0.0,0.0,0.0,0.656322236,1.0,1.0,1.0,1.0,1.0
3741,0.975941203,0.0,0.0,0.0,0.645531613,1.0,1.0,1.0,1.0,1.0
3742,0.981316791,0.0,0.0,0.0,0.634740988,1.0,1.0,1.0,1.0,1.0
3743,0.986692378,0.0,0.0,0.0,0.623950365,1.0,1.0,1.0,1.0,1.0
3744,0.992067966,0.0,0.0,0.0,0.613159741,1.0,1.0,1.0,1.0,1.0
3745,0.997443553,0.0,0.0,0.0,0.602728578,1.0,1.0,1.0,1.0,1.0
3746,0.99765659,0.0,0.0,0.0,0.595661256,1.0,1.0,1.0,1.0,1.0
3747,0.997869628,0.0,0.0,0.0,0.588593933,1.0,1.0,1.0,1.0,1.0
3748,0.998082665,0.0,0.0,0.0,0.581526611,1.0,1.0,1.0,1.0,1.0
3749,0.998295702,0.0,0.0,0.0,0.574459288,1.0,1.0,1.0,1.0,1.0
