Time_Index,solar_pv_sat,onshore_wind,battery,hydro,pumped_hydro
73,0,0.505244654,1,0.330554963,1
74,0,0.504733323,1,0.333403401,1
75,0,0.504221993,1,0.336251839,1
76,0,0.503710662,1,0.339100276,1
77,0,0.503199331,1,0.341948714,1
78,0,0.502688,1,0.344797151,1
79,0,0.50217667,1,0.347645589,1
80,0,0.501665339,1,0.350494026,1
81,0,0.501154008,1,0.353342464,1
82,0,0.500642677,1,0.356190901,1
83,0,0.500131347,1,0.359039339,1
84,0,0.499620016,1,0.361887776,1
85,0,0.499108685,1,0.364736214,1
86,0.042264401,0.492905699,1,0.357771485,1
87,0.084528802,0.486702712,1,0.350806756,1
88,0.126793204,0.480499726,1,0.343842026,1
89,0.169057605,0.47429674,1,0.336877297,1
90,0.211322006,0.468093753,1,0.329912568,1
91,0.253586407,0.461890767,1,0.322947839,1
92,0.293921755,0.455687781,1,0.315983109,1
93,0.334257103,0.449484794,1,0.309018379,1
94,0.374592451,0.443281808,1,0.30205365,1
95,0.414927799,0.437078822,1,0.295088921,1
96,0.455263147,0.430875835,1,0.288124191,1
97,0.495598495,0.424672849,1,0.281159462,1
98,0.517012505,0.427871715,1,0.276184734,1
99,0.538426514,0.431070581,1,0.271210006,1
100,0.559840524,0.434269447,1,0.266235279,1
101,0.581254534,0.437468313,1,0.261260551,1
102,0.602668543,0.440667179,1,0.256285823,1
103,0.624082553,0.443866046,1,0.251311095,1
104,0.632715025,0.447064912,1,0.246336367,1
105,0.641347497,0.450263778,1,0.241361639,1
106,0.649979969,0.453462644,1,0.236386911,1
107,0.658612441,0.45666151,1,0.231412184,1
108,0.667244913,0.459860376,1,0.226437455,1
109,0.675877385,0.463059242,1,0.221462728,1
110,0.684570279,0.456764644,1,0.218761679,1
111,0.693263173,0.450470046,1,0.216060631,1
112,0.701956067,0.444175448,1,0.213359582,1
113,0.710648961,0.43788085,1,0.210658533,1
114,0.719341855,0.431586252,1,0.207957485,1
115,0.728034749,0.425291654,1,0.205256437,1
116,0.726683828,0.418997056,1,0.202555388,1
117,0.725332907,0.412702458,1,0.19985434,1
118,0.723981986,0.40640786,1,0.197153291,1
119,0.722631065,0.400113262,1,0.194452243,1
120,0.721280144,0.393818664,1,0.191751193,1
121,0.719929223,0.387524066,1,0.189050145,1
122,0.712821359,0.385979016,1,0.187803133,1
123,0.705713495,0.384433966,1,0.186556121,1
124,0.698605632,0.382888916,1,0.185309109,1
125,0.691497768,0.381343866,1,0.184062096,1
126,0.684389904,0.379798816,1,0.182815084,1
127,0.67728204,0.378253766,1,0.181568072,1
128,0.67761184,0.376708716,1,0.18032106,1
129,0.67794164,0.375163666,1,0.179074048,1
130,0.67827144,0.373618616,1,0.177827036,1
131,0.67860124,0.372073566,1,0.176580023,1
132,0.67893104,0.370528516,1,0.175333011,1
133,0.67926084,0.368983466,1,0.174085999,1
134,0.676990884,0.363672312,1,0.173811957,1
135,0.674720929,0.358361157,1,0.173537915,1
136,0.672450973,0.353050003,1,0.173263873,1
137,0.670181017,0.347738849,1,0.172989831,1
138,0.667911062,0.342427695,1,0.172715789,1
139,0.665641106,0.33711654,1,0.172441747,1
140,0.661589527,0.331805386,1,0.172167705,1
141,0.657537948,0.326494232,1,0.171893663,1
142,0.653486369,0.321183078,1,0.171619621,1
143,0.649434789,0.315871924,1,0.171345579,1
144,0.64538321,0.310560769,1,0.171071537,1
145,0.641331631,0.305249615,1,0.170797495,1
146,0.642804839,0.305877256,1,0.170892842,1
147,0.644278048,0.306504897,1,0.170988189,1
148,0.645751256,0.307132538,1,0.171083537,1
149,0.647224464,0.307760179,1,0.171178884,1
150,0.648697673,0.30838782,1,0.171274231,1
151,0.650170881,0.309015461,1,0.171369578,1
152,0.655834221,0.309643102,1,0.171464925,1
153,0.661497562,0.310270743,1,0.171560273,1
154,0.667160902,0.310898384,1,0.17165562,1
155,0.672824242,0.311526025,1,0.171750967,1
156,0.678487583,0.312153666,1,0.171846314,1
157,0.684150923,0.312781307,1,0.171941661,1
158,0.687204116,0.310874461,1,0.17266914,1
159,0.690257308,0.308967614,1,0.173396618,1
160,0.693310501,0.307060768,1,0.174124095,1
161,0.696363693,0.305153921,1,0.174851573,1
162,0.699416886,0.303247075,1,0.175579051,1
163,0.702470078,0.301340229,1,0.17630653,1
164,0.70529585,0.299433382,1,0.177034007,1
165,0.708121622,0.297526536,1,0.177761485,1
166,0.710947395,0.295619689,1,0.178488963,1
167,0.713773167,0.293712843,1,0.179216441,1
168,0.716598939,0.291805996,1,0.179943918,1
169,0.719424711,0.28989915,1,0.180671397,1
170,0.714587,0.294585299,1,0.185277094,1
171,0.709749289,0.299271447,1,0.189882793,1
172,0.704911578,0.303957596,1,0.194488491,1
173,0.700073866,0.308643744,1,0.199094189,1
174,0.695236155,0.313329893,1,0.203699887,1
175,0.690398444,0.318016041,1,0.208305585,1
176,0.685873371,0.32270219,1,0.212911283,1
177,0.681348299,0.327388338,1,0.217516981,1
178,0.676823227,0.332074487,1,0.222122679,1
179,0.672298154,0.336760635,1,0.226728377,1
180,0.667773082,0.341446784,1,0.231334076,1
181,0.663248009,0.346132932,1,0.235939773,1
182,0.657692724,0.349932519,1,0.247727713,1
183,0.652137439,0.353732106,1,0.259515653,1
184,0.646582154,0.357531693,1,0.271303593,1
185,0.641026868,0.361331279,1,0.283091533,1
186,0.635471583,0.365130866,1,0.294879472,1
187,0.629916298,0.368930453,1,0.306667413,1
188,0.590838828,0.37273004,1,0.318455352,1
189,0.551761359,0.376529627,1,0.330243292,1
190,0.512683889,0.380329214,1,0.342031232,1
191,0.473606419,0.3841288,1,0.353819172,1
192,0.43452895,0.387928387,1,0.365607112,1
193,0.39545148,0.391727974,1,0.377395052,1
194,0.343750957,0.404696018,1,0.386756184,1
195,0.292050433,0.417664062,1,0.396117315,1
196,0.24034991,0.430632106,1,0.405478448,1
197,0.188649387,0.443600149,1,0.41483958,1
198,0.136948863,0.456568193,1,0.424200711,1
199,0.08524834,0.469536237,1,0.433561844,1
200,0.071040283,0.482504281,1,0.442922976,1
201,0.056832227,0.495472325,1,0.452284108,1
202,0.04262417,0.508440369,1,0.461645239,1
203,0.028416113,0.521408412,1,0.471006372,1
204,0.014208057,0.534376456,1,0.480367503,1
205,0,0.5473445,1,0.489728635,1
206,0,0.55864116,1,0.490953455,1
207,0,0.56993782,1,0.492178275,1
208,0,0.581234479,1,0.493403095,1
209,0,0.592531139,1,0.494627914,1
210,0,0.603827799,1,0.495852734,1
211,0,0.615124459,1,0.497077554,1
212,0,0.626421118,1,0.498302374,1
213,0,0.637717778,1,0.499527193,1
214,0,0.649014438,1,0.500752013,1
215,0,0.660311098,1,0.501976833,1
216,0,0.671607757,1,0.503201653,1
217,0,0.682904417,1,0.504426472,1
218,0,0.678719885,1,0.501820688,1
219,0,0.674535354,1,0.499214905,1
220,0,0.670350822,1,0.49660912,1
221,0,0.66616629,1,0.494003336,1
222,0,0.661981758,1,0.491397552,1
223,0,0.657797227,1,0.488791769,1
224,0,0.653612695,1,0.486185985,1
225,0,0.649428163,1,0.483580201,1
226,0,0.645243631,1,0.480974417,1
227,0,0.6410591,1,0.478368633,1
228,0,0.636874568,1,0.475762849,1
229,0,0.632690036,1,0.473157065,1
230,0,0.623066466,1,0.469840035,1
231,0,0.613442895,1,0.466523005,1
232,0,0.603819325,1,0.463205975,1
233,0,0.594195754,1,0.459888945,1
234,0,0.584572184,1,0.456571915,1
235,0,0.574948613,1,0.453254885,1
236,0,0.565325043,1,0.449937855,1
237,0,0.555701473,1,0.446620826,1
238,0,0.546077902,1,0.443303795,1
239,0,0.536454332,1,0.439986765,1
240,0,0.526830761,1,0.436669735,1
241,0,0.517207191,1,0.433352705,1
242,0,0.514359374,1,0.427718898,1
243,0,0.511511557,1,0.42208509,1
244,0,0.50866374,1,0.416451282,1
245,0,0.505815923,1,0.410817475,1
246,0,0.502968106,1,0.405183667,1
247,0,0.500120289,1,0.39954986,1
248,0,0.497272471,1,0.393916052,1
249,0,0.494424654,1,0.388282244,1
250,0,0.491576837,1,0.382648437,1
251,0,0.48872902,1,0.377014629,1
252,0,0.485881203,1,0.371380821,1
253,0,4.83E-01,1,0.365747014,1
254,0,0.481516548,1,0.360489002,1
255,0,0.47999971,1,0.35523099,1
256,0,0.478482873,1,0.349972978,1
257,0,0.476966035,1,0.344714966,1
258,0,0.475449197,1,0.339456954,1
259,0,0.473932359,1,0.334198943,1
260,0,0.472415521,1,0.328940931,1
261,0,0.470898683,1,0.323682919,1
262,0,0.469381846,1,0.318424907,1
263,0,0.467865008,1,0.313166896,1
264,0,0.46634817,1,0.307908883,1
265,0,0.464831332,1,0.302650872,1
266,0,0.469444883,1,0.299158732,1
267,0,0.474058435,1,0.295666591,1
268,0,0.478671987,1,0.292174451,1
269,0,0.483285538,1,0.288682311,1
270,0,0.48789909,1,0.28519017,1
271,0,0.492512641,1,0.28169803,1
272,0,0.497126193,1,0.27820589,1
273,0,0.501739744,1,0.27471375,1
274,0,0.506353296,1,0.27122161,1
275,0,0.510966847,1,0.267729469,1
276,0,0.515580399,1,0.264237329,1
277,0,0.52019395,1,0.260745189,1
278,0,0.511902186,1,0.258876681,1
279,0,0.503610421,1,0.257008173,1
280,0,0.495318657,1,0.255139665,1
281,0,0.487026892,1,0.253271158,1
282,0,0.478735128,1,0.25140265,1
283,0,0.470443364,1,0.249534142,1
284,0,0.462151599,1,0.247665634,1
285,0,0.453859835,1,0.245797126,1
286,0,0.44556807,1,0.243928618,1
287,0,0.437276306,1,0.242060111,1
288,0,0.428984541,1,0.240191603,1
289,0,0.420692777,1,0.2354328,1
290,0,0.419175319,1,0.233579596,1
291,0,0.417657861,1,0.231726392,1
292,0,0.416140403,1,0.229873189,1
293,0,0.414622945,1,0.228019985,1
294,0,0.413105487,1,0.226166781,1
295,0,0.41158803,1,0.224313576,1
296,0,0.410070572,1,0.222460372,1
297,0,0.408553114,1,0.220607168,1
298,0,0.407035656,1,0.218753964,1
299,0,0.405518198,1,0.21690076,1
300,0,0.40400074,1,0.215047557,1
301,0,0.402483282,1,0.213194353,1
302,0,0.401672883,1,0.211928485,1
303,0,0.400862483,1,0.210662618,1
304,0,0.400052084,1,0.20939675,1
305,0,0.399241684,1,0.208130883,1
306,0,0.398431285,1,0.206865015,1
307,0,0.397620885,1,0.205599148,1
308,0,0.396810486,1,0.20433328,1
309,0,0.396000087,1,0.203067413,1
310,0,0.395189687,1,0.201801545,1
311,0,0.394379288,1,0.200535678,1
312,0,0.393568888,1,0.19926981,1
313,0,0.392758489,1,0.198003943,1
314,0,0.398730715,1,0.19822441,1
315,0,0.404702941,1,0.198444878,1
316,0,0.410675167,1,0.198665346,1
317,0,0.416647393,1,0.198885814,1
318,0,0.422619619,1,0.199106281,1
319,0,0.428591845,1,0.199326749,1
320,0,0.434564072,1,0.199547216,1
321,0,0.440536298,1,0.199767683,1
322,0,0.446508524,1,0.199988152,1
323,0,0.45248075,1,0.200208619,1
324,0,0.458452976,1,0.200429087,1
325,0,0.464425202,1,0.200649554,1
326,0,0.465175974,1,0.201636514,1
327,0,0.465926746,1,0.202623474,1
328,0,0.466677517,1,0.203610433,1
329,0,0.467428289,1,0.204597393,1
330,0,0.468179061,1,0.205584352,1
331,0,0.468929833,1,0.206571312,1
332,0,0.469680604,1,0.207558272,1
333,0,0.470431376,1,0.208545231,1
334,0,0.471182148,1,0.209532191,1
335,0,0.47193292,1,0.21051915,1
336,0,0.472683691,1,0.21150611,1
337,0,0.473434463,1,0.21249307,1
338,0,0.474244191,1,0.215796992,1
339,0,0.475053918,1,0.219100914,1
340,0,0.475863646,1,0.222404836,1
341,0,0.476673374,1,0.225708759,1
342,0,0.477483101,1,0.22901268,1
343,0,0.478292829,1,0.232316603,1
344,0,0.479102557,1,0.235620525,1
345,0,0.479912284,1,0.238924447,1
346,0,0.480722012,1,0.24222837,1
347,0,0.48153174,1,0.245532292,1
348,0,0.482341467,1,0.248836214,1
349,0,0.483151195,1,0.252140136,1
350,0,0.483013028,1,0.258298867,1
351,0,0.482874861,1,0.264457597,1
352,0,0.482736695,1,0.270616328,1
353,0,0.482598528,1,0.276775058,1
354,0,0.482460361,1,0.282933789,1
355,0,0.482322194,1,0.289092519,1
356,0,0.482184027,1,0.29525125,1
357,0,0.48204586,1,0.30140998,1
358,0,0.481907693,1,0.307568711,1
359,0,0.481769527,1,0.313727441,1
360,0,0.48163136,1,0.319886171,1
361,0,0.481493193,1,0.326044902,1
362,0,0.479816435,1,0.328865029,1
363,0,0.478139677,1,0.331685156,1
364,0,0.476462919,1,0.334505282,1
365,0,0.474786162,1,0.337325409,1
366,0,0.473109404,1,0.340145536,1
367,0,0.471432646,1,0.342965663,1
368,0,0.469755888,1,0.345785789,1
369,0,0.46807913,1,0.348605916,1
370,0,0.466402373,1,0.351426042,1
371,0,0.464725615,1,0.354246169,1
372,0,4.63E-01,1,0.357066296,1
373,0,0.461372099,1,0.359886423,1
374,0.039063776,0.461660058,1,0.353057183,1
375,0.078127552,0.461948018,1,0.346227943,1
376,0.117191329,0.462235977,1,0.339398702,1
377,0.156255105,0.462523937,1,0.332569462,1
378,0.195318881,0.462811896,1,0.325740222,1
379,0.234382657,0.463099856,1,0.318910983,1
380,0.281071401,0.463387815,1,0.312081742,1
381,0.327760145,0.463675774,1,0.305252502,1
382,0.37444889,0.463963734,1,0.298423262,1
383,0.421137634,0.464251693,1,0.291594021,1
384,0.467826378,0.464539653,1,0.284764781,1
385,0.514515122,0.464827612,1,0.277935541,1
386,0.541673152,0.464327442,1,0.272938575,1
387,0.568831181,0.463827272,1,0.267941608,1
388,0.595989211,0.463327102,1,0.262944642,1
389,0.623147241,0.462826932,1,0.257947676,1
390,0.65030527,0.462326762,1,0.252950709,1
391,0.6774633,0.461826592,1,0.247953743,1
392,0.68502003,0.461326422,1,0.242956777,1
393,0.692576759,0.460826252,1,0.23795981,1
394,0.700133489,0.460326082,1,0.232962844,1
395,0.707690219,0.459825912,1,0.227965878,1
396,0.715246948,0.459325742,1,0.222968911,1
397,0.722803678,0.458825572,1,0.217971944,1
398,0.72460106,0.450196038,1,0.215318623,1
399,0.726398442,0.441566504,1,0.212665301,1
400,0.728195825,0.432936969,1,0.210011979,1
401,0.729993207,0.424307435,1,0.207358657,1
402,0.731790589,0.415677901,1,0.204705336,1
403,0.733587971,0.407048367,1,0.202052015,1
404,0.730786257,0.398418832,1,0.199398693,1
405,0.727984543,0.389789298,1,0.196745371,1
406,0.72518283,0.381159764,1,0.194092049,1
407,0.722381116,0.37253023,1,0.191438728,1
408,0.719579402,0.363900695,1,0.188785406,1
409,0.716777688,0.355271161,1,0.186132084,1
410,0.713275879,0.354242299,1,0.184935581,1
411,0.70977407,0.353213437,1,0.183739079,1
412,0.706272261,0.352184575,1,0.182542576,1
413,0.702770452,0.351155713,1,0.181346072,1
414,0.699268643,0.350126851,1,0.180149569,1
415,0.695766834,0.349097989,1,0.178953066,1
416,0.692411102,0.348069126,1,0.177756563,1
417,0.68905537,0.347040264,1,0.17656006,1
418,0.685699639,0.346011402,1,0.175363557,1
419,0.682343907,0.34498254,1,0.174167054,1
420,0.678988175,0.343953678,1,0.172970551,1
421,0.675632443,0.342924816,1,0.171774048,1
422,0.673269983,0.342382948,1,0.171515689,1
423,0.670907522,0.34184108,1,0.171257331,1
424,0.668545062,0.341299212,1,0.170998972,1
425,0.666182602,0.340757344,1,0.170740612,1
426,0.663820141,0.340215476,1,0.170482254,1
427,0.661457681,0.339673608,1,0.170223895,1
428,0.660448555,0.33913174,1,0.169965536,1
429,0.659439429,0.338589872,1,0.169707177,1
430,0.658430303,0.338048004,1,0.169448818,1
431,0.657421177,0.337506136,1,0.169190459,1
432,0.656412051,0.336964268,1,0.1689321,1
433,0.655402925,0.3364224,1,0.168673741,1
434,0.653743385,0.333082887,1,0.168767823,1
435,0.652083845,0.329743374,1,0.168861905,1
436,0.650424305,0.326403861,1,0.168955987,1
437,0.648764764,0.323064347,1,0.169050069,1
438,0.647105224,0.319724834,1,0.169144151,1
439,0.645445684,0.316385321,1,0.169238232,1
440,0.651265156,0.313045808,1,0.169332314,1
441,0.657084628,0.309706295,1,0.169426396,1
442,0.6629041,0.306366781,1,0.169520478,1
443,0.668723571,0.303027268,1,0.16961456,1
444,0.674543043,0.299687755,1,0.169708642,1
445,0.680362515,0.296348242,1,0.169802723,1
446,0.68333546,0.291406066,1,0.170512347,1
447,0.686308405,0.286463891,1,0.171221969,1
448,0.68928135,0.281521715,1,0.171931592,1
449,0.692254295,0.27657954,1,0.172641214,1
450,0.69522724,0.271637364,1,0.173350837,1
451,0.698200185,0.266695188,1,0.174060461,1
452,0.700887281,0.261753013,1,0.174770083,1
453,0.703574378,0.256810837,1,0.175479706,1
454,0.706261474,0.251868662,1,0.176189328,1
455,0.70894857,0.246926486,1,0.176898952,1
456,0.711635667,0.241984311,1,0.177608574,1
457,0.714322763,0.237042135,1,0.178318197,1
458,0.71472822,0.234314767,1,0.182758274,1
459,0.715133677,0.231587399,1,0.187198353,1
460,0.715539134,0.228860031,1,0.19163843,1
461,0.715944591,0.226132663,1,0.196078508,1
462,0.716350048,0.223405295,1,0.200518586,1
463,0.716755505,0.220677927,1,0.204958664,1
464,0.711572944,0.217950558,1,0.209398742,1
465,0.706390384,0.21522319,1,0.213838819,1
466,0.701207823,0.212495822,1,0.218278898,1
467,0.696025262,0.209768454,1,0.222718975,1
468,0.690842702,0.207041086,1,0.227159054,1
469,0.685660141,0.204313718,1,0.231599131,1
470,0.674508354,0.207208395,1,0.243270128,1
471,0.663356567,0.210103072,1,0.254941126,1
472,0.652204781,0.212997749,1,0.266612122,1
473,0.641052994,0.215892426,1,0.27828312,1
474,0.629901207,0.218787103,1,0.289954117,1
475,0.61874942,0.22168178,1,0.301625115,1
476,0.580469042,0.224576457,1,0.313296111,1
477,0.542188664,0.227471134,1,0.324967109,1
478,0.503908287,0.230365811,1,0.336638106,1
479,0.465627909,0.233260488,1,0.348309103,1
480,0.427347531,0.236155165,1,0.3599801,1
481,0.389067153,0.239049842,1,0.371651097,1
482,0.338572036,0.240012979,1,0.381027907,1
483,0.288076919,0.240976117,1,0.390404717,1
484,0.237581802,0.241939254,1,0.399781527,1
485,0.187086684,0.242902391,1,0.409158337,1
486,0.136591567,0.243865529,1,0.418535146,1
487,0.08609645,0.244828666,1,0.427911957,1
488,0.071747042,0.245791803,1,0.437288766,1
489,0.057397633,0.246754941,1,0.446665576,1
490,0.043048225,0.247718078,1,0.456042386,1
491,0.028698817,0.248681215,1,0.465419196,1
492,0.014349408,0.249644353,1,0.474796005,1
493,0,0.25060749,1,0.484172816,1
494,0,0.249352311,1,0.485410797,1
495,0,0.248097132,1,0.48664878,1
496,0,0.246841954,1,0.487886762,1
497,0,0.245586775,1,0.489124744,1
498,0,0.244331596,1,0.490362726,1
499,0,0.243076417,1,0.491600708,1
500,0,0.241821239,1,0.49283869,1
501,0,0.24056606,1,0.494076672,1
502,0,0.239310881,1,0.495314654,1
503,0,0.238055703,1,0.496552636,1
504,0,0.236800524,1,0.497790618,1
505,0,0.235545345,1,0.4990286,1
506,0,0.231804936,1,0.49645076,1
507,0,0.228064528,1,0.493872922,1
508,0,0.224324119,1,0.491295082,1
509,0,0.22058371,1,0.488717242,1
510,0,0.216843302,1,0.486139403,1
511,0,0.213102893,1,0.483561564,1
512,0,0.209362484,1,0.480983725,1
513,0,0.205622076,1,0.478405885,1
514,0,0.201881667,1,0.475828046,1
515,0,0.198141258,1,0.473250207,1
516,0,0.19440085,1,0.470672367,1
517,0,0.190660441,1,0.468094528,1
518,0,0.187093392,1,0.464773633,1
519,0,0.183526343,1,0.461452738,1
520,0,0.179959294,1,0.458131843,1
521,0,0.176392245,1,0.454810948,1
522,0,0.172825196,1,0.451490053,1
523,0,0.169258147,1,0.448169158,1
524,0,0.165691097,1,0.444848263,1
525,0,0.162124048,1,0.441527368,1
526,0,0.158556999,1,0.438206472,1
527,0,0.15498995,1,0.434885577,1
528,0,0.151422901,1,0.431564682,1
529,0,0.147855852,1,0.428243787,1
530,0,0.145311831,1,0.422665482,1
531,0,0.142767811,1,0.417087176,1
532,0,0.14022379,1,0.411508871,1
533,0,0.137679769,1,0.405930566,1
534,0,0.135135749,1,0.40035226,1
535,0,0.132591728,1,0.394773956,1
536,0,0.130047707,1,0.38919565,1
537,0,0.127503687,1,0.383617345,1
538,0,0.124959666,1,0.378039039,1
539,0,0.122415645,1,0.372460734,1
540,0,0.119871625,1,0.366882428,1
541,0,0.117327604,1,0.361304123,1
542,0,0.112728391,1,0.356071425,1
543,0,0.108129178,1,0.350838726,1
544,0,0.103529965,1,0.345606027,1
545,0,0.098930752,1,0.340373329,1
546,0,0.094331539,1,0.33514063,1
547,0,0.089732327,1,0.329907932,1
548,0,0.085133114,1,0.324675233,1
549,0,0.080533901,1,0.319442534,1
550,0,0.075934688,1,0.314209836,1
551,0,0.071335475,1,0.308977137,1
552,0,0.066736262,1,0.303744438,1
553,0,0.062137049,1,0.29851174,1
554,0,0.061250958,1,0.295116615,1
555,0,0.060364866,1,0.291721489,1
556,0,0.059478775,1,0.288326364,1
557,0,0.058592683,1,0.284931239,1
558,0,0.057706592,1,0.281536113,1
559,0,0.0568205,1,0.278140988,1
560,0,0.055934409,1,0.274745863,1
561,0,0.055048317,1,0.271350738,1
562,0,0.054162226,1,0.267955613,1
563,0,0.053276134,1,0.264560487,1
564,0,0.052390043,1,0.261165362,1
565,0,0.051503951,1,0.257770237,1
566,0,0.049314085,1,0.255908784,1
567,0,0.047124219,1,0.254047331,1
568,0,0.044934353,1,0.252185878,1
569,0,0.042744486,1,0.250324425,1
570,0,0.04055462,1,0.248462972,1
571,0,0.038364754,1,0.246601519,1
572,0,0.036174888,1,0.244740066,1
573,0,0.033985022,1,0.242878613,1
574,0,0.031795156,1,0.24101716,1
575,0,0.029605289,1,0.239155707,1
576,0,0.027415423,1,0.237294254,1
577,0,0.025225557,1,0.232542506,1
578,0,0.025020175,1,0.23072753,1
579,0,0.024814793,1,0.228912553,1
580,0,0.024609412,1,0.227097577,1
581,0,0.02440403,1,0.225282601,1
582,0,0.024198648,1,0.223467624,1
583,0,0.023993267,1,0.221652647,1
584,0,0.023787885,1,0.21983767,1
585,0,0.023582503,1,0.218022694,1
586,0,0.023377121,1,0.216207717,1
587,0,0.02317174,1,0.214392741,1
588,0,0.022966358,1,0.212577765,1
589,0,0.022760976,1,0.210762788,1
590,0,0.022551296,1,0.20952297,1
591,0,0.022341616,1,0.208283152,1
592,0,0.022131935,1,0.207043333,1
593,0,0.021922255,1,0.205803515,1
594,0,0.021712575,1,0.204563697,1
595,0,0.021502895,1,0.203323879,1
596,0,0.021293214,1,0.20208406,1
597,0,0.021083534,1,0.200844242,1
598,0,0.020873854,1,0.199604424,1
599,0,0.020664174,1,0.198364606,1
600,0,0.020454493,1,0.197124787,1
601,0,0.020244813,1,0.195884969,1
602,0,0.020872125,1,0.196114439,1
603,0,0.021499437,1,0.196343909,1
604,0,0.022126749,1,0.196573379,1
605,0,0.02275406,1,0.196802849,1
606,0,0.023381372,1,0.197032318,1
607,0,0.024008684,1,0.197261788,1
608,0,0.024635996,1,0.197491258,1
609,0,0.025263308,1,0.197720727,1
610,0,0.02589062,1,0.197950197,1
611,0,0.026517931,1,0.198179667,1
612,0,0.027145243,1,0.198409137,1
613,0,0.027772555,1,0.198638606,1
614,0,0.029745165,1,0.199595178,1
615,0,0.031717774,1,0.200551749,1
616,0,0.033690384,1,0.20150832,1
617,0,0.035662993,1,0.202464891,1
618,0,0.037635603,1,0.203421463,1
619,0,0.039608212,1,0.204378034,1
620,0,0.041580822,1,0.205334605,1
621,0,0.043553431,1,0.206291177,1
622,0,0.045526041,1,0.207247748,1
623,0,0.04749865,1,0.208204319,1
624,0,0.04947126,1,0.20916089,1
625,0,0.051443869,1,0.210117462,1
626,0,0.053243907,1,0.213343915,1
627,0,0.055043946,1,0.216570367,1
628,0,0.056843984,1,0.21979682,1
629,0,0.058644023,1,0.223023273,1
630,0,0.060444061,1,0.226249726,1
631,0,0.0622441,1,0.229476179,1
632,0,0.064044138,1,0.232702632,1
633,0,0.065844176,1,0.235929085,1
634,0,0.067644215,1,0.239155538,1
635,0,0.069444253,1,0.242381991,1
636,0,0.071244292,1,0.245608444,1
637,0,0.07304433,1,0.248834897,1
638,0,0.076439001,1,0.254893226,1
639,0,0.079833673,1,0.260951554,1
640,0,0.083228344,1,0.267009883,1
641,0,0.086623015,1,0.273068211,1
642,0,0.090017687,1,0.27912654,1
643,0,0.093412358,1,0.285184868,1
644,0,0.096807029,1,0.291243197,1
645,0,0.100201701,1,0.297301526,1
646,0,0.103596372,1,0.303359855,1
647,0,0.106991043,1,0.309418183,1
648,0,0.110385715,1,0.315476512,1
