Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,0.0
SD,solar_pv_sat,1,1,0.0
SD,hydro,1,1,0.0
SD,battery,1,1,-1.4232395531836682e11
SD,pumped_hydro,1,1,-3.667199515988862e10
