Region,Resource,Zone,Cluster,CapRes_1,AnnualSum
SD,onshore_wind,1,1,3.154494453748364e7,3.154494453748364e7
SD,solar_pv_sat,1,1,6.138176507189158e7,6.138176507189158e7
SD,solar_btm,1,1,759204.4197738079,759204.4197738079
SD,solar_btm_curt,1,1,191988.16221000682,191988.16221000682
SD,hydro,1,1,1.1230612817042362e7,1.1230612817042362e7
SD,battery4,1,1,-41995.91755986364,-41995.91755986364
SD,battery8,1,1,1.6099556240862453e8,1.6099556240862453e8
SD,pumped_hydro,1,1,7.442113142941706e-6,7.442113142941706e-6
SD,geothermal,1,1,3.8497720547260123e8,3.8497720547260123e8
