Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro,geothermal
t56,0.0,0.0,0.0,0.0,0.0,-0.16304347826179813,-0.16304347826087892,-0.36768804646867226,0.0
t57,0.0,0.0,0.0,0.0,0.0,-0.16304347826178925,-0.1630434782608789,-0.3749493599852555,0.0
t58,0.0,0.0,0.0,0.0,0.0,-0.16304347826178,-0.16304347826087887,-0.3820544523482926,0.0
t59,0.0,0.0,0.0,0.0,0.0,-0.16304347826177049,-0.16304347826087884,-0.3894361192956806,0.0
t60,0.0,0.0,0.0,0.0,0.0,-0.16304347826176055,-0.16304347826087878,-0.3973730327663405,0.0
t61,0.0,0.0,0.0,0.0,0.0,-0.16304347826173382,-0.1630434782608787,-0.3755089677817227,0.0
t62,0.0,0.0,0.0,0.0,0.0,-0.1630434782617232,-0.16304347826087864,-0.3832711299088232,0.0
t63,0.0,0.0,0.0,0.0,0.0,-0.16304347826171214,-0.16304347826087862,-0.3884602023245286,0.0
t64,0.0,0.0,0.0,0.0,0.0,-0.16304347826170065,-0.16304347826087856,-0.39318853624715255,0.0
t65,0.0,0.0,0.0,0.0,0.0,-0.16304347826168875,-0.1630434782608785,-0.39773390122693475,0.0
t66,0.0,0.0,0.0,0.0,0.0,-0.16304347826165805,-0.16304347826087842,-0.3706044949633277,0.0
t67,0.0,0.0,0.0,0.0,0.0,-0.16304347826164511,-0.1630434782608784,-0.3737038146248104,0.0
t68,0.0,0.0,0.0,0.0,0.0,-0.16304347826163165,-0.16304347826087834,-0.3760743014304694,0.0
t69,0.0,0.0,0.0,0.0,0.0,-0.1630434782616176,-0.16304347826087828,-0.37788281843003313,0.0
t70,0.0,0.0,0.0,0.0,0.0,-0.16304347826160295,-0.16304347826087826,-0.3793232652349633,0.0
t71,0.0,0.0,0.0,0.0,0.0,-0.16304347826156687,-0.16304347826087812,-0.3480209497936857,0.0
t72,0.0,0.0,0.0,0.0,0.0,-0.1630434782615508,-0.16304347826087806,-0.3477629182203282,0.0
t73,0.0,0.0,0.0,0.0,0.0,-0.16304347826153395,-0.16304347826087803,-0.3573691429800598,0.0
t74,0.0,0.0,0.0,0.0,0.0,-0.16304347826151622,-0.16304347826087798,-0.36727590455674874,0.0
t75,0.0,0.0,0.0,0.0,0.0,-0.1630434782614976,-0.16304347826087792,-0.3780948419353262,0.0
t76,0.0,0.0,0.0,0.0,0.0,-0.1630434782614533,-0.16304347826087776,-0.34551469690463427,0.0
t77,0.0,0.0,0.0,0.0,0.0,-0.16304347826143242,-0.1630434782608777,-0.35551629971575005,0.0
t78,0.0,0.0,0.0,0.0,0.0,-0.16304347826141022,-0.16304347826087762,-0.3645627711098639,0.0
t79,0.0,0.0,0.0,0.0,0.0,-0.1630434782613865,-0.16304347826087756,-0.37348724531915856,0.0
t80,0.0,0.0,0.0,0.0,0.0,-0.16304347826136095,-0.1630434782608775,-0.38155909241380037,0.0
t81,0.0,0.0,0.0,0.0,0.0,-0.1630434782613021,-0.16304347826087734,-0.3428908175587819,0.0
t82,0.0,0.0,0.0,0.0,0.0,-0.16304347826127183,-0.16304347826087726,-0.3517904437989995,0.0
t83,0.0,0.0,0.0,0.0,0.0,-0.1630434782612383,-0.16304347826087717,-0.35748223424268166,0.0
t84,0.0,0.0,0.0,0.0,0.0,-0.16304347826120055,-0.16304347826087706,-0.3602364093117896,0.0
t85,0.0,0.0,0.0,0.0,0.0,-0.163043478261157,-0.16304347826087698,-0.3600573455222422,0.0
