Resource,Zone,AnnualSum,Capacity,CapacityFactor
onshore_wind,1,10979.855017284654,244.08024741498812,0.0004279357985301743
solar_pv_sat,1,1.2429132031261055e6,984.4714389440622,0.012010257758397378
solar_btm,1,779721.2754186686,32.11,0.2310009291389269
solar_btm_curt,1,89303.04142034463,8.12,0.10462244582349954
hydro,1,202359.9414408727,5.999999999999982,0.3208395824467773
battery4,1,3637.474141885848,2.8513954273896616,0.0
battery8,1,709061.9143784629,325.2245684055285,0.0
pumped_hydro,1,1.1161589725869253e-6,6.104374992673453e-11,0.0
geothermal,1,3.1536000000017183e6,59.99999999999996,0.5000000000001692
