Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,0.0
SD,solar_pv_sat,1,1,0.0
SD,solar_btm,1,1,0.0
SD,solar_btm_curt,1,1,0.0
SD,hydro,1,1,0.0
SD,battery4,1,1,-848037.4692609385
SD,battery8,1,1,2137.0634951935635
SD,pumped_hydro,1,1,2.9335323189309405e-7
SD,geothermal,1,1,0.0
