Region,Resource,Zone,Cluster,AnnualSum
SD,onshore_wind,1,1,39209.20397967032
SD,solar_pv_sat,1,1,4951.503462148712
SD,solar_btm,1,1,-6167.673547690344
SD,solar_btm_curt,1,1,25.583146098874977
SD,hydro,1,1,-233620.22881713777
SD,battery4,1,1,-311625.46630383097
SD,battery8,1,1,-2.8084416470555518e7
SD,pumped_hydro,1,1,1.1101718767404804e-7
SD,geothermal,1,1,-1.2610392561653819e7
