Resource,onshore_wind,solar_pv_sat,solar_btm,solar_btm_curt,hydro,battery4,battery8,pumped_hydro
Zone,1,1,1,1,1,1,1,1
t1,0.0,0.0,0.0,0.0,0.0,-0.16304347826345916,-0.16304347826089335,-0.3654581835496882
t2,0.0,0.0,0.0,0.0,0.0,-0.16304347826346077,-0.16304347826089327,-0.36819863603359115
t3,0.0,0.0,0.0,0.0,0.0,-0.163043478263462,-0.16304347826089316,-0.37155773340566456
t4,0.0,0.0,0.0,0.0,0.0,-0.16304347826346294,-0.16304347826089305,-0.3752869702324629
t5,0.0,0.0,0.0,0.0,0.0,-0.1630434782634634,-0.16304347826089294,-0.37931295103681967
t6,0.0,0.0,0.0,0.0,0.0,-0.1630434782634431,-0.16304347826089208,-0.3670121547375349
t7,0.0,0.0,0.0,0.0,0.0,-0.16304347826344298,-0.16304347826089194,-0.37097396554650963
t8,0.0,0.0,0.0,0.0,0.0,-0.1630434782634426,-0.1630434782608918,-0.37460471797586115
t9,0.0,0.0,0.0,0.0,0.0,-0.16304347826344184,-0.16304347826089166,-0.3782556292814293
t10,0.0,0.0,0.0,0.0,0.0,-0.16304347826344082,-0.16304347826089152,-0.38198016691471803
t11,0.0,0.0,0.0,0.0,0.0,-0.16304347826341808,-0.16304347826089055,-0.36901476203432726
t12,0.0,0.0,0.0,0.0,0.0,-0.16304347826341636,-0.16304347826089036,-0.3726287476671527
t13,0.0,0.0,0.0,0.0,0.0,-0.16304347826341434,-0.16304347826089016,-0.37609567638734426
t14,0.0,0.0,0.0,0.0,0.0,-0.163043478263412,-0.16304347826089,-0.37964089705442666
t15,0.0,0.0,0.0,0.0,0.0,-0.16304347826340929,-0.16304347826088977,-0.3832626587787285
t16,0.0,0.0,0.0,0.0,0.0,-0.16304347826338392,-0.1630434782608888,-0.3698773288969658
t17,0.0,0.0,0.0,0.0,0.0,-0.16304347826338053,-0.1630434782608886,-0.37351694529350077
t18,0.0,0.0,0.0,0.0,0.0,-0.16304347826337678,-0.16304347826088839,-0.37709572954232506
t19,0.0,0.0,0.0,0.0,0.0,-0.16304347826337265,-0.16304347826088816,-0.38073383490648577
t20,0.0,0.0,0.0,0.0,0.0,-0.16304347826336818,-0.16304347826088794,-0.38468608950326566
t21,0.0,0.0,0.0,0.0,0.0,-0.16304347826334,-0.1630434782608869,-0.3715956727612453
t22,0.0,0.0,0.0,0.0,0.0,-0.16304347826333476,-0.16304347826088664,-0.37544982179904945
t23,0.0,0.0,0.0,0.0,0.0,-0.16304347826332918,-0.16304347826088636,-0.3794914487562818
t24,0.0,0.0,0.0,0.0,0.0,-0.1630434782633232,-0.1630434782608861,-0.38347113907985103
t25,0.0,0.0,0.0,0.0,0.0,-0.1630434782633169,-0.16304347826088583,-0.38737642787214643
t26,0.0,0.0,0.0,0.0,0.0,-0.16304347826328563,-0.16304347826088472,-0.37418545656237656
t27,0.0,0.0,0.0,0.0,0.0,-0.16304347826327853,-0.16304347826088444,-0.3779767289738383
t28,0.0,0.0,0.0,0.0,0.0,-0.163043478263271,-0.16304347826088417,-0.38161776593355806
t29,0.0,0.0,0.0,0.0,0.0,-0.1630434782632631,-0.16304347826088383,-0.385569695719199
