BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,6.57232350236322e6,6.429564091181464e6,-7.596365892227907e6,0.0,0.0,0.0,2.784713660423509e-12,0.0,0.0,-5.405521701316869e6
t1,2.9591631469066336e-13,41.34470564000789,-8.171735426503794e-12,0.0,0.0,0.0,0.0,0.0,0.0,-41.34470564
t2,2.9698042409075024e-13,41.14978189000812,-8.41219196754505e-12,0.0,0.0,0.0,0.0,0.0,0.0,-41.14978189
t3,2.9915989600016174e-13,41.03373842000818,-8.436745484287262e-12,0.0,0.0,0.0,0.0,0.0,0.0,-41.03373842
t4,2.998817328874112e-13,40.84366206000807,-8.316795982262212e-12,0.0,0.0,0.0,0.0,0.0,0.0,-40.84366206
t5,3.0051642868745704e-13,40.74832931000831,-8.572779939328039e-12,0.0,0.0,0.0,0.0,0.0,0.0,-40.74832931
t6,2.965917224618989e-13,40.50977815000803,-8.323486916058778e-12,0.0,0.0,0.0,0.0,0.0,0.0,-40.50977815
t7,2.867459643507648e-13,40.36200541000797,-8.225204506236581e-12,0.0,0.0,0.0,0.0,0.0,0.0,-40.36200541
t8,2.9688086688232265e-13,40.23080120000819,-8.464642623037058e-12,0.0,0.0,0.0,0.0,0.0,0.0,-40.2308012
t9,2.976465795406063e-13,40.054648450008266,-8.507335743791525e-12,0.0,0.0,0.0,0.0,0.0,0.0,-40.05464845
t10,2.974052618486907e-13,39.896563260008136,-8.401553373276214e-12,0.0,0.0,0.0,0.0,0.0,0.0,-39.89656326
t11,2.924402869583664e-13,39.777352210008075,-8.376568822748848e-12,0.0,0.0,0.0,0.0,0.0,0.0,-39.77735221
t12,2.930784228431412e-13,39.61098927000813,-8.418831875547478e-12,0.0,0.0,0.0,0.0,0.0,0.0,-39.61098927
t13,2.9266948307410057e-13,39.39791508000805,-8.314130434481103e-12,0.0,0.0,0.0,0.0,0.0,0.0,-39.39791508
t14,2.920082348886766e-13,39.19314383000828,-8.562149680498678e-12,0.0,0.0,0.0,0.0,0.0,0.0,-39.19314383
t15,2.9275458256848324e-13,39.00379609000837,-8.607684370527507e-12,0.0,0.0,0.0,0.0,0.0,0.0,-39.00379609
t16,2.8835117237172584e-13,38.915362240007944,-8.227072889394052e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.91536224
t17,2.877863194128919e-13,38.724844820008215,-8.470088071752926e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.72484482
t18,2.882895985109767e-13,38.648461450008234,-8.512245381699574e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.64846145
t19,2.8826126173136326e-13,38.54740042000814,-8.418172453727656e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.54740042
t20,2.8811917810331844e-13,38.494535280008385,-8.668394223000834e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.49453528
t21,2.8388026747293143e-13,38.434619380008165,-8.424031613769632e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.43461938
t22,2.843469001163018e-13,38.403787830008035,-8.329540393505668e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.40378783
t23,2.8418717645455663e-13,38.362532540008274,-8.571671001675911e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.36253254
t24,2.856058119936076e-13,38.30849775000836,-8.614776342554983e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.30849775
t25,2.861825155849791e-13,38.32541115000825,-8.520857933403796e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.32541115
t26,2.813908678345856e-13,38.26011059000819,-8.471622999638403e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.26011059
t27,2.831286321495937e-13,38.18731857000821,-8.510534060261623e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.18731857
t28,2.839721629289641e-13,38.08456089000814,-8.410891419605309e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.08456089
t29,2.842767627741264e-13,38.079191570008405,-8.645875693491159e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.07919157
t30,2.865496585545242e-13,38.1086353100084,-8.686023014371006e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.10863531
t31,2.8334118865856466e-13,38.03408049000802,-8.29818920442768e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.03408049
t32,2.8389498336886834e-13,37.92896026000825,-8.531591551957941e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.92896026
t33,2.8618197010692015e-13,37.88421209000829,-8.56938296239747e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.88421209
t34,2.875633472094898e-13,37.888819180008234,-8.464735711216807e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.88881918
t35,2.884002917471401e-13,37.817106070008485,-8.712415387866818e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.81710607
t36,2.8584969956673423e-13,37.7899008200082,-8.4548838750307e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.78990082
t37,2.7582077035597537e-13,37.87154157000806,-8.341126120640245e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.87154157
t38,2.878719134376198e-13,37.86636737000835,-8.585839002876729e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.86636737
t39,2.895651182386139e-13,37.842244280008366,-8.624996027891787e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.84224428
t40,2.9035421601418543e-13,37.89303544000829,-8.510804881152936e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.89303544
t41,2.8637658917399423e-13,37.839491890008176,-8.470163665843578e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.83949189
t42,2.884661736564966e-13,37.841913680008254,-8.510829220009401e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.84191368
t43,2.769501396895367e-13,37.91572434000817,-8.381936862394215e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.91572434
t44,2.894284973810684e-13,37.95163639000836,-8.64512687867282e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.95163639
t45,2.9123002569414123e-13,37.969921570008424,-8.69025990938383e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.96992157
t46,2.753204701987544e-13,38.00715563000796,-8.253945574193154e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.00715563
t47,2.8770777530522936e-13,37.979000850008234,-8.521996481951332e-12,0.0,0.0,0.0,0.0,0.0,0.0,-37.97900085
t48,2.893053820746202e-13,38.06013272000831,-8.562618475753776e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.06013272
t49,2.771202737930091e-13,38.14831535000817,-8.422011450248947e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.14831535
t50,2.9032781272115266e-13,38.24910714000848,-8.704979291022707e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.24910714
t51,2.872881288245777e-13,38.34549223000818,-8.446357857059402e-12,0.0,0.0,0.0,0.0,0.0,0.0,-38.34549223
