Resource,Zone,AnnualSum,Capacity,CapacityFactor
onshore_wind,1,2740.0705899293675,1568.7365916243275,1.6615995742952264e-5
solar_pv_sat,1,5.694905910330385e6,5421.148546789853,0.009993322276176666
solar_btm,1,777809.9918735257,32.11,0.230434690549977
solar_btm_curt,1,96867.5295694461,8.12,0.11348457682122463
hydro,1,3.550757822194297e-13,0.0,0.0
battery4,1,3.2084839379351186e6,536.7906157940914,0.0
battery8,1,3.2210801532459944e6,1549.9947614493108,0.0
pumped_hydro,1,3.083482997611438e-7,1.645595126043188e-11,0.0
