Constraint,CapRes_1
t1,4.213348008766788e-13
t2,4.0354606798042025e-13
t3,3.9553879210056516e-13
t4,3.8263743511699677e-13
t5,3.709289872608935e-13
t6,3.698601177866454e-13
t7,3.5334032256700476e-13
t8,3.491381723200249e-13
t9,3.393277330312682e-13
t10,3.2988827182744876e-13
t11,3.334029311534532e-13
t12,3.199807792189549e-13
t13,3.189339043110151e-13
t14,3.1624844252246695e-13
t15,3.1350510142513884e-13
t16,3.1858165668873817e-13
t17,3.17873417482076e-13
t18,3.1808028237909493e-13
t19,3.179281064023803e-13
t20,3.174033794987828e-13
t21,3.2317204478144146e-13
t22,3.225253492884514e-13
t23,3.210853266279936e-13
t24,3.187589710529959e-13
t25,3.158104222175665e-13
t26,3.309958533144149e-13
t27,3.4045319286992865e-13
t28,3.5037934799536125e-13
t29,3.617090698985961e-13
t30,3.7387624991211875e-13
t31,3.965268814257068e-13
t32,4.0261685137213123e-13
t33,4.258246226742826e-13
t34,4.435360306214447e-13
t35,4.623832685402019e-13
t36,4.983494570647555e-13
t37,5.247854032691249e-13
t38,5.518428315538047e-13
t39,5.724812787446669e-13
t40,5.974055028957839e-13
t41,6.389982071710202e-13
t42,6.619827511588617e-13
t43,7.004036368730365e-13
t44,7.326425945069102e-13
t45,7.656541172299966e-13
t46,8.194645521406632e-13
t47,8.485998288660951e-13
t48,8.968411391076428e-13
t49,9.450561853758961e-13
t50,9.468552837181738e-13
t51,9.694004811681434e-13
t52,9.64687091688314e-13
t53,9.70520158907328e-13
t54,9.72690969415112e-13
t55,9.748747625439488e-13
t56,9.991574376835861e-13
t57,9.968418015919316e-13
t58,1.007227745976969e-12
t59,1.0140951316328054e-12
t60,1.0239704670038944e-12
t61,1.059239781077892e-12
t62,1.0103772258223987e-12
t63,9.745556978039778e-13
t64,9.365452445823391e-13
t65,9.022515426259122e-13
t66,8.932395683352568e-13
t67,8.582724791383535e-13
t68,8.406846896208613e-13
t69,8.184296672846417e-13
t70,7.996883541248631e-13
t71,8.00816773859377e-13
t72,7.76440094801539e-13
t73,7.706650431580839e-13
t74,7.891557740529646e-13
t75,8.052396205677235e-13
t76,8.436204193192411e-13
t77,8.512315510952843e-13
t78,8.816624870456767e-13
t79,9.05883680161213e-13
t80,9.344561307026954e-13
t81,1.0006370918318849e-12
t82,1.0354150101703722e-12
t83,1.0900939542342423e-12
t84,1.1410786068410115e-12
t85,1.22750363305701e-12
t86,0.4362948960300804
t87,1.8764139006877334e-9
t88,1.0592215668284929e-12
t89,5.695968699303327e-13
t90,3.862492873456731e-13
t91,2.849919508451059e-13
t92,2.254759633146276e-13
t93,1.854216226564647e-13
t94,1.5415015921110976e-13
t95,1.305776400563694e-13
t96,1.099304140911648e-13
