BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,6.565580384662486e6,6.392406702989006e6,-7.552465386335178e6,0.0,0.0,0.0,9.0105906290671e-11,0.0,0.0,-5.405521701316869e6
t1,5.999999999918275,35.344705640466,-3.8427278587349513e-10,0.0,0.0,0.0,0.0,0.0,0.0,-41.34470564
t2,5.9999999999181926,35.14978189046769,-3.8588382775589355e-10,0.0,0.0,0.0,0.0,0.0,0.0,-41.14978189
t3,5.999999999918339,35.033738420469,-3.873408256304542e-10,0.0,0.0,0.0,0.0,0.0,0.0,-41.03373842
t4,5.999999999918399,34.843662060471,-3.893914355069992e-10,0.0,0.0,0.0,0.0,0.0,0.0,-40.84366206
t5,5.999999999918472,34.748329310473274,-3.9174930863913615e-10,0.0,0.0,0.0,0.0,0.0,0.0,-40.74832931
t6,5.999999999918324,34.5097781504613,-3.7961317382947106e-10,0.0,0.0,0.0,0.0,0.0,0.0,-40.50977815
t7,5.999999999918321,34.362005410464015,-3.82330049863707e-10,0.0,0.0,0.0,0.0,0.0,0.0,-40.36200541
t8,5.9999999999184555,34.230801200465976,-3.844252483865406e-10,0.0,0.0,0.0,0.0,0.0,0.0,-40.2308012
t9,5.999999999918504,34.054648450468505,-3.870006343067524e-10,0.0,0.0,0.0,0.0,0.0,0.0,-40.05464845
t10,5.999999999918562,33.89656326047117,-3.897331846657455e-10,0.0,0.0,0.0,0.0,0.0,0.0,-39.89656326
t11,5.999999999918393,33.777352210459924,-3.7831637840434585e-10,0.0,0.0,0.0,0.0,0.0,0.0,-39.77735221
t12,5.999999999918385,33.61098927046285,-3.812403784233965e-10,0.0,0.0,0.0,0.0,0.0,0.0,-39.61098927
t13,5.999999999918465,33.39791508046482,-3.832874789997585e-10,0.0,0.0,0.0,0.0,0.0,0.0,-39.39791508
t14,5.999999999918479,33.19314383046761,-3.8609975181759256e-10,0.0,0.0,0.0,0.0,0.0,0.0,-39.19314383
t15,5.999999999918503,33.00379609047059,-3.890813207179946e-10,0.0,0.0,0.0,0.0,0.0,0.0,-39.00379609
t16,5.999999999918298,32.915362240459736,-3.780420397632986e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.91536224
t17,5.999999999918308,32.72484482046246,-3.8075823387887696e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.72484482
t18,5.999999999918316,32.64846145046513,-3.834454093641781e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.64846145
t19,5.9999999999183204,32.54740042046789,-3.862151726818938e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.54740042
t20,5.9999999999182965,32.494535280470906,-3.8920065991529785e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.49453528
t21,5.9999999999179305,32.43461938046006,-3.779945731111443e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.43461938
t22,5.999999999917964,32.40378783046274,-3.806985203664441e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.40378783
t23,5.9999999999178995,32.36253254046541,-3.833144517896377e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.36253254
t24,5.999999999917868,32.308497750468206,-3.8607689472532134e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.30849775
t25,5.999999999917875,32.325411150471105,-3.889771793619268e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.32541115
t26,5.999999999917635,32.26011059046044,-3.780746054990892e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.26011059
t27,5.999999999917644,32.18731857046357,-3.812174241987735e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.18731857
t28,5.999999999917641,32.08456089046662,-3.842629219066855e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.08456089
t29,5.999999999917624,32.07919157046974,-3.873677868755787e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.07919157
t30,5.999999999917579,32.10863531047307,-3.906490769181791e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.10863531
t31,5.999999999917242,32.034080490462,-3.792370212565622e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.03408049
t32,5.999999999917068,31.92896026046616,-3.8323076962255133e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.92896026
t33,5.999999999917012,31.884212090468377,-3.8539075024623624e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.88421209
t34,5.999999999916815,31.888819180471796,-3.886111672828887e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.88881918
t35,5.999999999916487,31.817106070475564,-3.920544732226088e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.81710607
t36,5.999999999915779,31.78990082046493,-3.8071871307748385e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.78990082
t37,5.9999999999151665,31.87154157046958,-3.8475006890638786e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.87154157
t38,5.99999999991469,31.866367370472265,-3.869559051710365e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.86636737
t39,5.999999999913739,31.84224428047628,-3.900249236551373e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.84224428
t40,5.999999999912204,31.893035440480826,-3.9302898960547133e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.89303544
t41,5.999999999910019,31.83949189047112,-3.8114680450405374e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.83949189
t42,5.999999999908358,31.841913680475614,-3.839713755737729e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.84191368
t43,5.999999999907909,31.915724340478775,-3.866906927906456e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.91572434
t44,5.999999999907901,31.951636390481823,-3.8971777051864593e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.95163639
t45,5.999999999908598,31.969921570484416,-3.93024774018287e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.96992157
t46,5.999999999910184,32.00715563047114,-3.8132117870375046e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.00715563
t47,5.999999999911772,31.979000850473003,-3.847778446675398e-10,0.0,0.0,0.0,0.0,0.0,0.0,-37.97900085
t48,5.999999999913622,32.06013272047478,-3.8841203108034095e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.06013272
t49,5.999999999914452,32.14831535047756,-3.920141392154291e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.14831535
t50,5.999999999915015,32.24910714048026,-3.952699135451582e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.24910714
t51,5.999999999915231,32.34549223046807,-3.832959611327278e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.34549223
t52,5.99999999991537,32.43174185047081,-3.861763331953164e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.43174185
t53,5.999999999915608,32.52048391047355,-3.8915438550914625e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.52048391
t54,5.999999999915749,32.64051369047643,-3.921879689001942e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.64051369
t55,5.999999999916045,32.761424830479406,-3.9543074013356045e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.76142483
t56,5.999999999916033,32.90372530046741,-3.8345131426390657e-10,0.0,0.0,0.0,0.0,0.0,0.0,-38.9037253
t57,5.999999999916208,33.0398563804702,-3.864043178241763e-10,0.0,0.0,0.0,0.0,0.0,0.0,-39.03985638
t58,5.999999999916425,33.210800550472975,-3.8940175256975823e-10,0.0,0.0,0.0,0.0,0.0,0.0,-39.21080055
t59,5.999999999916555,33.418292440475945,-3.924945554136514e-10,0.0,0.0,0.0,0.0,0.0,0.0,-39.41829244
t60,5.999999999916697,33.684393700479106,-3.958040887770627e-10,0.0,0.0,0.0,0.0,0.0,0.0,-39.6843937
t61,5.999999999916066,34.01439241046772,-3.837852806289766e-10,0.0,0.0,0.0,0.0,0.0,0.0,-40.01439241
t62,5.999999999916399,34.304314620469874,-3.8627373484314085e-10,0.0,0.0,0.0,0.0,0.0,0.0,-40.30431462
t63,5.9999999999163895,34.554135690472215,-3.886120672342326e-10,0.0,0.0,0.0,0.0,0.0,0.0,-40.55413569
t64,5.999999999916018,34.83171911047498,-3.909910093271964e-10,0.0,0.0,0.0,0.0,0.0,0.0,-40.83171911
t65,5.999999999915608,35.16464307047798,-3.935871646984304e-10,0.0,0.0,0.0,0.0,0.0,0.0,-41.16464307
t66,5.999999999915061,35.53414284046597,-3.810260237682973e-10,0.0,0.0,0.0,0.0,0.0,0.0,-41.53414284
t67,5.999999999914338,35.96269264046908,-3.834138212395501e-10,0.0,0.0,0.0,0.0,0.0,0.0,-41.96269264
t68,5.999999999913295,36.3768981004722,-3.854961439571263e-10,0.0,0.0,0.0,0.0,0.0,0.0,-42.3768981
t69,5.999999999911434,36.78978153047614,-3.875739757770346e-10,0.0,0.0,0.0,0.0,0.0,0.0,-42.78978153
t70,5.9999999999099485,37.2696471104798,-3.8973882350006386e-10,0.0,0.0,0.0,0.0,0.0,0.0,-43.26964711
t71,5.9999999999087015,37.72907569046799,-3.7668569308153223e-10,0.0,0.0,0.0,0.0,0.0,0.0,-43.72907569
t72,5.999999999907143,38.25019834047135,-3.7849896432948587e-10,0.0,0.0,0.0,0.0,0.0,0.0,-44.25019834
t73,5.999999999906982,38.87752292047298,-3.7996418519868085e-10,0.0,0.0,0.0,0.0,0.0,0.0,-44.87752292
t74,5.999999999908621,39.440878370473385,-3.819981092267803e-10,0.0,0.0,0.0,0.0,0.0,0.0,-45.44087837
t75,5.9999999999114495,39.93196360047254,-3.8398100797763016e-10,0.0,0.0,0.0,0.0,0.0,0.0,-45.9319636
t76,5.999999999914352,40.360914080456375,-3.7072280525408726e-10,0.0,0.0,0.0,0.0,0.0,0.0,-46.36091408
t77,5.999999999915708,40.674210370455874,-3.715874926281374e-10,0.0,0.0,0.0,0.0,0.0,0.0,-46.67421037
t78,5.999999999916685,41.07123433045475,-3.7142588970423405e-10,0.0,0.0,0.0,0.0,0.0,0.0,-47.07123433
t79,5.99999999991746,41.475749740453296,-3.7074856172007285e-10,0.0,0.0,0.0,0.0,0.0,0.0,-47.47574974
t80,5.999999999917922,41.85321747045137,-3.692956526158766e-10,0.0,0.0,0.0,0.0,0.0,0.0,-47.85321747
t81,5.999999999916309,42.12272057043619,-3.525011860285056e-10,0.0,0.0,0.0,0.0,0.0,0.0,-48.12272057
t82,5.99999999991826,42.47066329043081,-3.490699047600401e-10,0.0,0.0,0.0,0.0,0.0,0.0,-48.47066329
t83,5.999999999920268,42.704721540422206,-3.4247465978046175e-10,0.0,0.0,0.0,0.0,0.0,0.0,-48.70472154
t84,5.999999999915002,42.99562647041992,-3.349207240159803e-10,0.0,0.0,0.0,0.0,0.0,0.0,-48.99562647
t85,5.999999999904035,43.43591922041943,-3.2346533302507353e-10,0.0,0.0,0.0,0.0,0.0,0.0,-49.43591922
t86,34.96791848456679,14.871227565908875,-4.756573310263226e-10,0.0,0.0,0.0,0.0,0.0,0.0,-49.83914605
t87,50.06303951512965,2.8599968515375074e-10,-0.009274235415650773,0.0,0.0,0.0,0.0,0.0,0.0,-50.05376528
t88,67.35466231773411,2.816290043592415e-10,-17.17353088801574,0.0,0.0,0.0,0.0,0.0,0.0,-50.18113143
t89,78.63301047223332,2.9452795386174354e-10,-28.348873392527842,0.0,0.0,0.0,0.0,0.0,0.0,-50.28413708
t90,88.29218350571774,3.029256745563584e-10,-37.894464646020694,0.0,0.0,0.0,0.0,0.0,0.0,-50.39771886
t91,96.60754728059152,3.2515057306903375e-10,-46.06407758091668,0.0,0.0,0.0,0.0,0.0,0.0,-50.5434697
t92,104.6060336091939,3.3258169113413367e-10,-53.946709209526475,0.0,0.0,0.0,0.0,0.0,0.0,-50.6593244
t93,112.98252748918344,3.367259000571502e-10,-62.28182192952017,0.0,0.0,0.0,0.0,0.0,0.0,-50.70070556
t94,121.29461033186294,3.3884140174406697e-10,-70.43662690220178,0.0,0.0,0.0,0.0,0.0,0.0,-50.85798343
